date,Unnamed: 0,_id,updatetime,suspend,vol,high,amount,code,low,time,close,open,flow,total,percent,settle,wd,close_EMA_5,close_EMA_7,close_EMA_14,close_EMA_21,close_EMA_3,close_EMA_15,close_EMA_30,close_EMA_45,close_EMA_25,close_EMA_50,close_EMA_75,close_EMA_10,close_EMA_20,close_EMA_40,close_EMA_80,close_EMA_5_3,close_EMA_10_3,close_EMA_20_3,close_EMA_40_3,close_EMA_80_3,close_EMA_5_-3,close_EMA_10_-3,close_EMA_20_-3,close_EMA_40_-3,close_EMA_80_-3,close_shift_4,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,RSI_24,DEA,MACD,close_EMA_26,close_EMA_12,close_MA_5,close_MA_10,close_MA_20,close_MA_30,close_MA_40,close_MA_60,Klength,KUpperlength,KLowerlength,MeanAmplitude,MB,UP,DN,CR_5,OBV,TRIX,TRMA,VR,AR,BR,PSY6,open_shift_1,MACD_shift_1,RSI_12_shift_1,K_shift_1,D_shift_1,close_MA_20_shift_1,close_MA_10_shift_1,close_MA_5_shift_1,close_shift_1,close_multiply_0.5,close_shift_1_multiply_1.02,close_shift_1_multiply_1.01,close_shift_1_multiply_1.03,close_shift_1_multiply_1.04,close_shift_1_multiply_1.05,close_shift_1_multiply_1.005,close_shift_1_multiply_1.001,DEA_shift_1,OBV_shift_1,UpperShadowRate,LowerShadowRate,EntityRate,LimitUp,LimitDown,close#close_shift_1_multiply_1.02#1&diff,K#40#1&thre&HS,K#40#1&thre&HS+close#close_shift_1_multiply_1.02#1&diff,K#40#0&thre&HS,MACD#3#0&trend,K#40#0&thre&HS*MACD#3#0&trend
20150105,955,300166XSHE20150105,20200210005546,0,79726,28.0,206735824.0,300166.XSHE,25.3,1500,26.0,28.0,15365.2724609375,27901.783203125,-7.341411261599999,28.06,2.0,27.959564123884093,28.499439519099454,29.361631529032927,29.370975769622678,27.23021879977514,29.397146435175664,28.982971479457998,28.25754568192916,29.223492998649935,28.062436330881237,27.4948837565503,29.029735600209797,29.396125682862202,28.480760679961534,27.445842482082185,28.798351047600608,29.900627668216096,30.278009453348066,29.33518350036039,28.26921775654465,27.12077720016757,28.158843532203502,28.514241912376328,27.626337859562693,26.62246720761972,29.89,-7.433779549985763,-3.8731717416702502,8340.993477170607,15.403905877073464,24.67175594629551,-3.1317942613706222,94.16180150125105,6.911142454160771,32.19116321009919,-10.928400137033234,-18.49529780564263,42.98795180722892,0.8649810643864215,-1.6094931846252538,29.178616238239474,29.23885071031327,28.088,29.557,30.05,30.005666666666666,28.092499999999994,26.46333333333333,-2.0,0.0,0.6999999999999993,0.07547236361396949,30.453,36.106759810957655,24.799240189042333,-3.5155247626378663,2359425,-1.871578695675144,-1.6827056218043943,0.6017081927973017,0.9659503209600888,0.6727618142958909,33.33333333333333,28.2,-1.3426811842405226,41.32007233273056,18.56040427015565,29.30568098090653,30.453,30.682,29.309999999999995,28.06,13.0,28.6212,28.3406,28.9018,29.1824,29.463,28.200299999999995,28.088059999999995,1.0661677124645783,2279699.0,0.0,0.2592592592592591,0.7407407407407409,30.866,25.254,0,1,1,0,0,0
20150106,956,300166XSHE20150106,20200210005546,0,86740,28.6,237435952.0,300166.XSHE,25.55,1500,28.6,25.7,15365.2724609375,27901.783203125,10.0,26.0,3.0,28.17304274925606,28.524579639324593,29.2600806584952,29.300887063293352,27.915109399887573,29.297503130778704,28.958263642073607,28.272435000106157,29.175531998753797,28.08351725908198,27.523965762956877,28.95160185471711,29.32030418925628,28.48657723215853,27.47434019857398,29.018234031733737,29.820149910358623,30.19991331493397,29.341174549123288,28.298570404531198,27.327851466778373,28.083053799075604,28.44069506357859,27.63197991519377,26.650109992616763,28.0,2.7667984189723303,5.303465441317252,-768.6879115332507,26.006037394443837,25.11651642901161,27.78507932530826,72.4770642201835,41.36546184738956,29.8180121325245,-10.93117408906882,-15.634218289085537,44.88702539017005,0.6929468934095423,-1.3762733678150336,29.13575577614766,29.14056598564969,27.83,28.995000000000005,29.9,30.135666666666665,28.239750000000004,26.5375,2.9000000000000017,0.0,0.14999999999999858,0.07541197689373473,30.05,35.69047870308895,24.40952129691105,23.396674584323115,2446165,-1.520713340862278,-1.6961460182687111,0.6861734305298661,1.0724928366762176,0.7517558730927579,33.33333333333333,28.0,-1.6094931846252538,32.19116321009919,15.403905877073464,24.67175594629551,30.05,29.557,28.088,26.0,14.3,26.52,26.26,26.78,27.04,27.3,26.129999999999995,26.026,0.8649810643864215,2359425.0,0.0,0.04918032786885198,0.9508196721311479,28.6,23.4,1,1,2,0,0,0
20150107,957,300166XSHE20150107,20200210005546,0,94810,29.99,275896832.0,300166.XSHE,28.03,1500,29.2,28.9,15365.2724609375,27901.783203125,2.0979020979,28.6,4.0,28.51536183283737,28.693434729493447,29.252069904029174,29.291715512084867,28.557554699943786,29.285315239431373,28.97385953613338,28.312763913145016,29.177414152695807,28.127300895980724,27.568071927089587,28.99676515385945,29.308846647422353,28.52137834278495,27.516949082559808,29.37082268782249,29.86666810847524,30.18811204684502,29.377019693068494,28.34245755503661,27.65990097785225,28.126862199243668,28.42958124799968,27.665736992501397,26.691440610083017,28.49,4.025650160313498,7.023999765426848,-179.84351278757381,36.42693241861601,28.886655092213086,51.50748707142185,67.47289407839868,59.708737864077655,36.78947368421053,-2.3084643693543034,-21.61073825503356,45.95282146160961,0.5561965292518312,-1.094002913261689,29.14051460754413,29.14970968016512,28.07,28.835,29.9,30.20333333333333,28.4055,26.619166666666665,0.3000000000000007,0.7899999999999991,0.8699999999999974,0.07498144851800086,29.9,35.54047870308895,24.25952129691105,104.52034153691616,2540975,-0.8949140869855999,-1.2078137139239389,0.7710869328691111,1.0088093208297817,0.7212076941806668,50.0,25.7,-1.3762733678150336,29.8180121325245,26.006037394443837,25.11651642901161,29.9,28.995000000000005,27.83,28.6,14.6,29.171999999999997,28.886000000000006,29.458,29.744000000000003,30.03,28.743000000000002,28.6286,0.6929468934095423,2446165.0,0.403061224489796,0.4438775510204075,0.1530612244897965,31.460000000000004,25.74,1,1,2,0,0,0
20150108,958,300166XSHE20150108,20200210005546,0,81147,31.66,245018384.0,300166.XSHE,28.28,1500,30.53,28.75,15365.2724609375,27901.783203125,4.5547945205,29.2,4.0,29.18690788855825,29.15257604712008,29.42246058349195,29.404286829168054,29.54377734997189,29.44090083450245,29.07425569509251,28.40916548213871,29.281459217873053,28.221524390255986,27.64601740269249,29.27553512588501,29.42514696671546,28.61935988703934,27.591345401508953,30.062515125215,30.15380117966156,30.307901375716924,29.477940683650523,28.419085763554214,28.311300651901497,28.397269072108454,28.542392557713995,27.760779090428162,26.763605039463677,28.06,7.205562188355935,11.284455169095509,10.68964865528898,49.884230031402346,35.8858467386095,77.88099661698806,56.38031693077564,64.52991452991455,49.201655824955644,9.035714285714288,-10.783167738164812,45.91529738486461,0.4686817405280738,-0.7001183097900586,29.243439451429747,29.36206203706279,28.478,29.007000000000005,30.111,30.281,28.626750000000005,26.728,1.7800000000000011,1.129999999999999,0.4699999999999989,0.07018997842007907,29.9,35.298025194457686,24.501974805542307,150.40983606557378,2459828,-0.0696089319601608,-0.4822615094728804,1.1776285724329454,0.998020921685044,0.6967587034813925,66.66666666666666,28.9,-1.094002913261689,36.78947368421053,36.42693241861601,28.886655092213086,29.9,28.835,28.07,29.2,15.265,29.784000000000002,29.491999999999997,30.076,30.368000000000002,30.66,29.346,29.229199999999995,0.5561965292518312,2540975.0,0.33431952662721875,0.13905325443786953,0.5266272189349117,32.120000000000005,26.28,1,1,2,0,0,0
20150109,959,300166XSHE20150109,20200210005546,0,68888,31.42,210852800.0,300166.XSHE,29.61,1500,29.8,29.8,15365.2724609375,27901.783203125,-2.3910907303999998,30.53,4.0,29.3912719257055,29.314432035340058,29.47279917235969,29.44026075378914,29.671888674985947,29.485788230189645,29.121077908312348,28.46963654813268,29.321346970344358,28.283425394559668,27.702701155253216,29.3708923757241,29.460847255599703,28.676952087671555,27.645880082953173,30.273010083476674,30.252019146995824,30.344672673267695,29.537260650301707,28.475256485441765,28.50953376793433,28.489765604452376,28.57702183793171,27.816643525041407,26.816503680464567,26.0,3.3788940539790477,8.087717898310498,45.02724880591632,56.33307643119132,42.7015899694701,83.59604935463372,62.18487394957985,61.885245901639344,53.1629392971246,4.598104598104606,-3.2467532467532463,47.83027965284475,0.4038995823329893,-0.5182572655606765,29.284666158731252,29.429437108283906,28.826,29.068,30.2335,30.314,28.823,26.825,0.0,1.620000000000001,0.19000000000000128,0.07167319069972802,30.111,35.362035231266304,24.859964768733697,171.00840336134442,2390940,0.3516521795092941,0.14102162377456662,1.234488900096932,0.9679838477069516,0.6536597188560346,50.0,28.75,-0.7001183097900586,49.201655824955644,49.884230031402346,35.8858467386095,30.111,29.007000000000005,28.478,30.53,14.9,31.140600000000006,30.8353,31.4459,31.7512,32.0565,30.68265,30.56053,0.4686817405280738,2459828.0,0.8950276243093916,0.10497237569060833,0.0,33.58300000000001,27.476999999999997,0,1,1,0,0,0
20150112,960,300166XSHE20150112,20200210005546,0,71197,31.7,217003200.0,300166.XSHE,28.78,1500,30.31,29.35,15365.2724609375,27901.783203125,1.7114093959999999,29.8,4.0,29.697514617137,29.56332402650505,29.5844259493784,29.519327957990125,29.990944337492966,29.58881470141593,29.197782559388976,28.54965235038777,29.3973972033948,28.3628989084985,27.77131428274655,29.541639216501537,29.541718945542588,28.756612961443683,27.711660821645683,30.588440055651112,30.42788839299659,30.42797051390887,29.61931135028699,28.543010646295052,28.80658917862289,28.65539004000649,28.655467377176308,27.89391457260037,26.880310996996307,28.6,2.095122608461331,9.409743278754787,55.92758804289955,63.64913428746087,49.684104742133705,91.57919337811519,34.93506493506495,87.34835355285963,53.548795944233206,8.018531717747685,5.206525511975009,51.4018691588785,0.36397796761719575,-0.31937291772634835,29.36061681364005,29.56490832239407,29.688000000000002,28.888,30.410499999999992,30.387,29.0485,26.9425,0.9599999999999972,1.3900000000000006,0.5700000000000003,0.07791239380198056,30.2335,35.23850339660225,25.228496603397755,283.06569343065684,2462137,0.6240646172121578,0.4878583983607259,1.6949693512871833,1.0321249631594458,0.7194513715710723,66.66666666666666,29.8,-0.5182572655606765,53.1629392971246,56.33307643119132,42.7015899694701,30.2335,29.068,28.826,29.8,15.155,30.396,30.098000000000006,30.694000000000006,30.991999999999997,31.290000000000006,29.949,29.8298,0.4038995823329893,2390940.0,0.4760273972602745,0.19520547945205505,0.3287671232876705,32.78,26.82,0,1,1,0,0,0
20150113,961,300166XSHE20150113,20200210005546,0,79725,32.7,252986704.0,300166.XSHE,29.5,1500,32.21,30.31,15365.2724609375,27901.783203125,6.268558231599999,30.31,4.0,30.535009744758,30.224993019878788,29.93450248946128,29.763934507263752,31.100472168746485,29.916462863738946,29.392119168460656,28.70879790037092,29.613751264672114,28.51376561796916,27.888121801621647,30.026795722592173,29.795840950729012,28.9250708657635,27.82273092481493,31.451060037100746,30.927599594269928,30.68971617925088,29.79282299173641,28.65741285255937,29.61895945241525,29.125991850914406,28.901965722207137,28.057318739790592,26.98804899707048,29.2,5.91910555738243,15.486110115163429,143.2674047493521,73.5588823177667,57.642363934011364,105.39191908527737,6.621621621621647,85.6015779092702,50.33875338753389,23.884615384615394,10.346008907159984,57.64248704663212,0.3712150278362211,0.05789648175220308,29.571682234851888,29.971845503564214,30.410000000000004,29.12,30.5485,30.440666666666665,29.328750000000007,27.1085,1.900000000000002,0.490000000000002,0.8099999999999987,0.08095525955552645,30.410499999999992,35.45401177256482,25.366988227435165,287.4452554744525,2541862,1.1431245381417792,0.8835945776769685,1.8063289513661152,1.036065573770492,0.7284919028340086,83.33333333333334,29.35,-0.31937291772634835,53.548795944233206,63.64913428746087,49.684104742133705,30.410499999999992,28.888,29.688000000000002,30.31,16.105,30.9162,30.6131,31.2193,31.5224,31.8255,30.461549999999995,30.340309999999995,0.36397796761719575,2462137.0,0.15312500000000048,0.2531249999999994,0.5937500000000001,33.341,27.279,1,1,2,0,0,0
20150114,962,300166XSHE20150114,20200210005546,0,74422,33.5,240828080.0,300166.XSHE,31.6,1500,32.4,33.03,15365.2724609375,27901.783203125,0.5898789196,32.21,4.0,31.156673163172,30.76874476490909,30.26323549086645,30.00357682478523,31.750236084373242,30.22690500577157,29.586175996301908,28.86928494818088,29.828078090466565,28.666166966284088,28.006855438421074,30.45828740939359,30.043856098278624,29.09457960401894,27.935749914325672,32.09137335806717,31.372036031675407,30.94517178122698,29.967416992139512,28.773822411755443,30.22197296827684,29.544538787111787,29.142540415330267,28.22174221589837,27.0976774168959,30.53,4.3478260869565135,15.38790278925325,283.5868604019108,77.90104349639729,64.39525712147335,104.91261624624521,13.41463414634148,84.33476394849785,59.8586017282011,13.286713286713276,0.9031454375583904,56.6887417218543,0.4098161181275,0.3088087223302303,29.781187254492487,30.34540773378511,31.05,29.559999999999995,30.5835,30.46,29.578750000000007,27.2505,-0.6300000000000026,0.4699999999999989,0.7999999999999972,0.07906945708639064,30.5485,35.63303842546204,25.463961574537958,259.70047651463585,2467440,1.4878063840155908,1.3154654610786851,1.288067871521648,1.0955493308434487,0.8336056644880179,83.33333333333334,30.31,0.05789648175220308,50.33875338753389,73.5588823177667,57.642363934011364,30.5485,29.12,30.410000000000004,32.21,16.2,32.8542,32.5321,33.176300000000005,33.498400000000004,33.8205,32.37105,32.24221,0.3712150278362211,2541862.0,0.24736842105263115,0.4210526315789462,0.33157894736842264,35.43100000000001,28.989,0,1,1,0,0,0
20150115,963,300166XSHE20150115,20200210005546,0,69696,32.42,217223504.0,300166.XSHE,30.41,1500,30.58,31.69,15365.2724609375,27901.783203125,-5.617283950599999,32.4,1.0,30.964448775448,30.721558573681826,30.30547075875092,30.05597893162293,31.165118042186624,30.27104188005013,29.65029367395984,28.943663863477365,29.885918237353753,28.741219242116085,28.074569768988933,30.480416971322033,30.094917422252088,29.16703913553021,28.001040039897877,31.893382238711443,31.39482948046169,30.99776494491965,30.042050309596117,28.84107124109481,30.035515312184558,29.56600446218237,29.192069899584517,28.292027961464306,27.161008838700933,29.8,-1.5453960077269928,8.258517658387376,196.277679663089,73.39744363174455,67.39598595823041,85.40035897877279,35.609756097561004,50.48543689320386,60.189573459715646,4.726027397260269,2.3084643693542914,54.88586817132598,0.4360809510399591,0.21011866329967288,29.840358568974533,30.381498851664325,31.06,29.768999999999995,30.5175,30.37966666666666,29.761000000000006,27.366833333333336,-1.110000000000003,0.7300000000000004,0.16999999999999815,0.08093897586238423,30.5835,35.63211119517041,25.53488880482959,141.0178117048346,2397744,1.1767032034283431,1.332254793721967,1.3100842485448332,1.1676958076048105,0.8762306610407883,66.66666666666666,33.03,0.3088087223302303,59.8586017282011,77.90104349639729,64.39525712147335,30.5835,29.559999999999995,31.05,32.4,15.29,33.048,32.724000000000004,33.372,33.696,34.02,32.562,32.432399999999994,0.4098161181275,2467440.0,0.36318407960199,0.08457711442785971,0.5522388059701503,35.64,29.16,0,1,1,0,0,0
20150116,964,300166XSHE20150116,20200210005546,0,83618,33.5,270242432.0,300166.XSHE,30.05,1500,33.5,30.41,15365.2724609375,27901.783203125,9.5487246566,30.58,3.0,31.809632516965337,31.416168930261367,30.731407990917464,30.36907175602084,32.33255902109331,30.674661645043866,29.89866182402695,29.141765434630518,30.163924526788076,28.92783809536643,28.21734424875239,31.02943206744529,30.41921100108522,29.378403080138497,28.1368168290362,32.763921492474296,31.960315029468656,31.331787331117773,30.259755172542647,28.98092133390729,30.85534354145637,30.09854910542193,29.506634671052666,28.49705098773434,27.29271232416511,30.31,5.345911949685532,17.661107911041178,442.5225532883678,82.26496242116303,72.35231144587462,102.09026437173986,0.0,75.20435967302453,66.60039761431412,9.728136259416964,19.642857142857142,55.16186591893958,0.4988297887679115,0.5019907018236199,30.111443119420862,30.861268259100584,31.8,30.313000000000002,30.4975,30.40633333333333,30.021000000000004,27.541833333333336,3.09,0.0,0.35999999999999943,0.08721039850682419,30.5175,35.51526700137171,25.51973299862829,158.23754789272041,2481362,1.384545848279367,1.2806245258538551,1.9416209784509395,1.3624208304011258,1.0247285886610382,66.66666666666666,31.69,0.21011866329967288,60.189573459715646,73.39744363174455,67.39598595823041,30.5175,29.768999999999995,31.06,30.58,16.75,31.1916,30.8858,31.4974,31.8032,32.109,30.732899999999994,30.610579999999995,0.4360809510399591,2397744.0,0.0,0.10434782608695638,0.8956521739130436,33.638000000000005,27.522,1,1,2,0,0,0
