date,Unnamed: 0,Unnamed: 0.1,_id,updatetime,suspend,vol,high,amount,code,low,time,close,open,flow,total,percent,settle,wd,close_EMA_5,close_EMA_7,close_EMA_14,close_EMA_21,close_EMA_3,close_EMA_15,close_EMA_30,close_EMA_45,close_EMA_25,close_EMA_50,close_EMA_75,close_EMA_10,close_EMA_20,close_EMA_40,close_EMA_80,close_EMA_5_3,close_EMA_10_3,close_EMA_20_3,close_EMA_40_3,close_EMA_80_3,close_EMA_5_-3,close_EMA_10_-3,close_EMA_20_-3,close_EMA_40_-3,close_EMA_80_-3,close_shift_4,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,RSI_24,Dea,MACD,close_EMA_26,close_EMA_12,close_MA_5,close_MA_10,close_MA_20,close_MA_30,close_MA_40,close_MA_60,Klength,KUpperlength,KLowerlength,MeanAmplitude,MB,UP,DN,CR_5,OBV,TRIX,TRMA,VR,AR,BR,PSY6,open_shift_1,MACD_shift_1,RSI_12_shift_1,K_shift_1,D_shift_1,close_MA_20_shift_1,close_MA_10_shift_1,close_MA_5_shift_1,close_shift_1,DEA,close_multiply_0.5,DEA_shift_1,UpperShadowRate,LowerShadowRate,EntityRate,LimitUp,LimitDown,RSI_12#20#1&thre,close_MA_10_shift_1#close_MA_5#1&diff,D_shift_1#10#0&thre,D_shift_1#90#1&HS&thre,K#90#1&thre,close#close_shift_1#1&diff,D_shift_1#80#1&thre,RSI_12#40#0&thre,K#80#1&HS&thre,D_shift_1#80#1&HS&thre,K#80#1&HS&thre*close#close_shift_1#1&diff*K#90#1&thre+K#80#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#10#0&thre+K#80#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#80#1&thre+K#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*K#90#1&thre+K#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#10#0&thre+K#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#80#1&thre+K#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*K#90#1&thre+K#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#10#0&thre+K#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#80#1&thre+D_shift_1#80#1&HS&thre*close#close_shift_1#1&diff*K#90#1&thre+D_shift_1#80#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#10#0&thre+D_shift_1#80#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#80#1&thre+D_shift_1#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*K#90#1&thre+D_shift_1#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#10#0&thre+D_shift_1#80#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#80#1&thre+D_shift_1#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*K#90#1&thre+D_shift_1#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#10#0&thre+D_shift_1#80#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#80#1&thre+D_shift_1#90#1&HS&thre*close#close_shift_1#1&diff*K#90#1&thre+D_shift_1#90#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#10#0&thre+D_shift_1#90#1&HS&thre*close#close_shift_1#1&diff*D_shift_1#80#1&thre+D_shift_1#90#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*K#90#1&thre+D_shift_1#90#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#10#0&thre+D_shift_1#90#1&HS&thre*close_MA_10_shift_1#close_MA_5#1&diff*D_shift_1#80#1&thre+D_shift_1#90#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*K#90#1&thre+D_shift_1#90#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#10#0&thre+D_shift_1#90#1&HS&thre*RSI_12#20#1&thre*RSI_12#40#0&thre*D_shift_1#80#1&thre,D_shift_1#90#1&thre,D_shift_1#20#0&thre,close_MA_20#close#1&HS&diff,close_MA_20_shift_1#close_MA_20#1&HS&diff,open#close#1&diff,D_shift_1#30#0&HS&thre,open#open_shift_1#1&HS&diff,K#10#0&thre,close_MA_20#close#1&HS&diff*open#open_shift_1#1&HS&diff*D_shift_1#90#1&HS&thre+close_MA_20#close#1&HS&diff*open#open_shift_1#1&HS&diff*open#close#1&diff+close_MA_20#close#1&HS&diff*open#open_shift_1#1&HS&diff*K#10#0&thre+close_MA_20#close#1&HS&diff*D_shift_1#20#0&thre*D_shift_1#90#1&HS&thre+close_MA_20#close#1&HS&diff*D_shift_1#20#0&thre*open#close#1&diff+close_MA_20#close#1&HS&diff*D_shift_1#20#0&thre*K#10#0&thre+close_MA_20#close#1&HS&diff*D_shift_1#90#1&thre*D_shift_1#90#1&HS&thre+close_MA_20#close#1&HS&diff*D_shift_1#90#1&thre*open#close#1&diff+close_MA_20#close#1&HS&diff*D_shift_1#90#1&thre*K#10#0&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*open#open_shift_1#1&HS&diff*D_shift_1#90#1&HS&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*open#open_shift_1#1&HS&diff*open#close#1&diff+close_MA_20_shift_1#close_MA_20#1&HS&diff*open#open_shift_1#1&HS&diff*K#10#0&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#20#0&thre*D_shift_1#90#1&HS&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#20#0&thre*open#close#1&diff+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#20#0&thre*K#10#0&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#90#1&thre*D_shift_1#90#1&HS&thre+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#90#1&thre*open#close#1&diff+close_MA_20_shift_1#close_MA_20#1&HS&diff*D_shift_1#90#1&thre*K#10#0&thre+D_shift_1#30#0&HS&thre*open#open_shift_1#1&HS&diff*D_shift_1#90#1&HS&thre+D_shift_1#30#0&HS&thre*open#open_shift_1#1&HS&diff*open#close#1&diff+D_shift_1#30#0&HS&thre*open#open_shift_1#1&HS&diff*K#10#0&thre+D_shift_1#30#0&HS&thre*D_shift_1#20#0&thre*D_shift_1#90#1&HS&thre+D_shift_1#30#0&HS&thre*D_shift_1#20#0&thre*open#close#1&diff+D_shift_1#30#0&HS&thre*D_shift_1#20#0&thre*K#10#0&thre+D_shift_1#30#0&HS&thre*D_shift_1#90#1&thre*D_shift_1#90#1&HS&thre+D_shift_1#30#0&HS&thre*D_shift_1#90#1&thre*open#close#1&diff+D_shift_1#30#0&HS&thre*D_shift_1#90#1&thre*K#10#0&thre
20150105,4383,4383,000627XSHE20150105,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999868512,4.09999993323009,4.099827175843372,4.09728024631478,4.1,4.0997029418344315,4.084670132005587,4.037400499120904,4.093221581332362,4.016292014038676,3.8947831739070624,4.099992845558839,4.0979479969637795,4.056254894151146,3.869742048543201,4.222999999864568,4.222992630925605,4.220886436872694,4.177942540975681,3.985834309999497,3.976999999872457,3.9769930601920738,3.9750095570548662,3.934567247326612,3.7536497870869048,4.1,0.0,6.498866485610678e-14,-66.66666666666667,1.518804238289667e-06,2.375784635879253e-05,-4.295928000271606e-05,,,,0.0,0.0,,0.01185391764917623,-0.007457472882291424,4.091829499877023,4.099954681085054,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.076833333333334,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,1.8786489979771613e-09,2.4465091201193434e-09,,,,0.0,4.1,-0.008031040688621826,,2.2782063574345e-06,3.487736741904397e-05,4.099999999999999,4.1,4.1,4.1,0.01185391764917623,2.05,0.012786101759462659,,,,4.51,3.69,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,1,1,0
20150106,4384,4384,000627XSHE20150106,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999912341,4.0999999499225686,4.0998502190642565,4.0975274966498,4.1,4.099740074105128,4.0856591557471615,4.0401222165504285,4.0937429981529485,4.019574680154807,3.9001836166989823,4.099994146366322,4.0981434258243725,4.058388801753528,3.8754274300606526,4.222999999909711,4.2229939707573125,4.2210877285991035,4.180140465806135,3.991690252962473,3.9769999999149706,3.976994321975333,3.975199123049642,3.9366371377009215,3.7591646071588327,4.1,0.0,6.498866485610678e-14,-66.66666666666667,1.012536158859778e-06,1.6176076292148277e-05,-2.9314544107717223e-05,,,,0.0,0.0,,0.0109885203428328,-0.006923178450747476,4.092434722108355,4.099961653225814,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.078833333333333,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,1.1699909334406768e-09,1.5243199657089193e-09,,,,0.0,4.1,-0.007457472882291424,,1.518804238289667e-06,2.375784635879253e-05,4.099999999999999,4.1,4.1,4.1,0.010988520342832795,2.05,0.01185391764917623,,,,4.51,3.69,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,1,1,0
20150107,4385,4385,000627XSHE20150107,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.09999999994156,4.099999962441926,4.099870189855689,4.097752269681636,4.1,4.099772564841987,4.086584371505409,4.0427255984395405,4.094224305987338,4.022728614266382,3.9054419425753246,4.099995210663354,4.0983202424125285,4.060418616302136,3.88097243178755,4.222999999939806,4.222995066983255,4.221269849684903,4.1822311747912,3.9974016047411767,3.976999999943313,3.976995354343453,3.975370635140152,3.938606057813072,3.7645432588339234,4.1,0.0,6.498866485610678e-14,-66.66666666666667,6.750241059065187e-07,1.100905889673436e-05,-1.9993045475749163e-05,,,,0.0,0.0,,0.01018530420751469,-0.006425729082544822,4.092995113063292,4.099967552729535,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.079666666666666,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,7.281546639501073e-10,9.490727986953922e-10,,,,0.0,4.1,-0.006923178450747476,,1.012536158859778e-06,1.6176076292148277e-05,4.099999999999999,4.1,4.1,4.1,0.010185304207514692,2.05,0.010988520342832795,,,,4.51,3.69,0,1,1,0,0,1,0,0,1,1,4,0,1,0,0,1,0,0,1,0
20150108,4386,4386,000627XSHE20150108,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.09999999996104,4.099999971831444,4.0998874978749305,4.097956608801487,4.1,4.099800994236738,4.087449895924415,4.045215789811734,4.094668590142159,4.025758864687307,3.9105618914549214,4.0999960814518355,4.098480219325621,4.062349415506909,3.8863805198915613,4.222999999959871,4.2229959638953884,4.22143462590539,4.184219897972117,4.002971935488308,3.976999999962208,3.97699619900828,3.9755258127458526,3.940478933041702,3.769789104294814,4.1,0.0,6.498866485610678e-14,-66.66666666666667,4.500160706043458e-07,7.489377954691023e-06,-1.3628707697569008e-05,,,,0.0,0.0,,0.009439953574046868,-0.005962805067742605,4.0935139935771225,4.099972544617298,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.0815,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,4.528843424993336e-10,5.905195032247205e-10,,,,0.0,4.1,-0.006425729082544822,,6.750241059065187e-07,1.100905889673436e-05,4.099999999999999,4.1,4.1,4.1,0.009439953574046868,2.05,0.010185304207514692,,,,4.51,3.69,0,1,1,0,0,1,0,0,1,1,4,0,1,0,0,1,0,1,1,0
20150109,4387,4387,000627XSHE20150109,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999974027,4.099999978873584,4.099902498158273,4.098142371637716,4.1,4.099825869957146,4.088259580058324,4.047597711993832,4.095078698592761,4.0286702817583935,3.915547104837687,4.099996793915138,4.098624960342228,4.06418602938462,3.891655074955967,4.222999999973248,4.222996697732592,4.221583709152496,4.186111610266159,4.008404727204646,3.9769999999748062,3.976996890097684,3.975666211531962,3.9422604485030814,3.7749054227072882,4.1,0.0,6.498866485610678e-14,-66.66666666666667,3.000107137362305e-07,5.092922207706092e-06,-9.285812274203492e-06,,,,0.0,0.0,,0.00874842886423619,-0.005532197678485406,4.093994438497337,4.099976768522329,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.083666666666667,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,2.814875703821721e-10,3.671859564407528e-10,,,,0.0,4.1,-0.005962805067742605,,4.500160706043458e-07,7.489377954691023e-06,4.099999999999999,4.1,4.1,4.1,0.00874842886423619,2.05,0.009439953574046868,,,,4.51,3.69,0,1,1,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0
20150112,4388,4388,000627XSHE20150112,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999982685,4.099999984155188,4.0999154984038375,4.098311246943378,4.1,4.099847636212503,4.089017026506173,4.049876072341927,4.095457260239471,4.031467525611005,3.9204011283945897,4.099997376839658,4.098755916500112,4.0659330523414665,3.896799394092856,4.222999999982165,4.222997298144849,4.221718593995115,4.187911043911711,4.013703375915642,3.9769999999832035,3.976997455534468,3.975793239005109,3.943955060771224,3.7798954122700703,4.1,0.0,6.498866485610678e-14,-66.66666666666667,2.0000714249082032e-07,3.461950519301001e-06,-6.323879611129541e-06,,,,0.0,0.0,,0.008106952629564183,-0.005131809877376055,4.094439294904942,4.099980342595817,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.088,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,1.748411713520175e-10,2.281643708670948e-10,,,,0.0,4.1,-0.005532197678485406,,3.000107137362305e-07,5.092922207706092e-06,4.099999999999999,4.1,4.1,4.1,0.008106952629564183,2.05,0.00874842886423619,,,,4.51,3.69,0,1,1,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0
20150113,4389,4389,000627XSHE20150113,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999988456,4.099999988116391,4.099926765283326,4.098464769948527,4.1,4.09986668168594,4.089725605441259,4.052055373544451,4.095806701759513,4.034155073626259,3.925127414489469,4.099997853777902,4.098874400642958,4.0675948546662735,3.901816693004144,4.22299999998811,4.222997789391239,4.221840632662246,4.189622700306262,4.0188711937942685,3.9769999999888013,3.9769979181645647,3.975908168623669,3.9455670090262855,3.78476219221402,4.1,0.0,6.498866485610678e-14,-66.66666666666667,1.333380949938802e-07,2.3524130445319613e-06,-4.3048118040822815e-06,,,,0.0,0.0,,0.007511995668809226,-0.004759655686039649,4.094851198986056,4.099983366811846,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.094666666666667,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,1.0857439608657907e-10,1.4170778371929828e-10,,,,0.0,4.1,-0.005131809877376055,,2.0000714249082032e-07,3.461950519301001e-06,4.099999999999999,4.1,4.1,4.1,0.007511995668809226,2.05,0.008106952629564183,,,,4.51,3.69,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20150114,4390,4390,000627XSHE20150114,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999992304,4.099999991087293,4.099936529912215,4.098604336316843,4.1,4.099883346475198,4.0903884696063395,4.054139922520778,4.096129263162627,4.036737227601701,3.9297293246344815,4.099998244000101,4.098981600581725,4.06917559346304,3.906710107991696,4.222999999992073,4.222998191320103,4.221951048599177,4.191250861266932,4.023911411231446,3.9769999999925343,3.9769982966800974,3.976012152564273,3.947100325659149,3.7895088047519447,4.1,0.0,6.498866485610678e-14,-66.66666666666667,8.889206332925348e-08,1.5979060507977254e-06,-2.9291359116076894e-06,,,,0.0,0.0,,0.006960263357070143,-0.004413858493912676,4.095232591653756,4.099985925763868,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.1,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,6.732825679104576e-11,8.795132643881241e-11,,,,0.0,4.1,-0.004759655686039649,,1.333380949938802e-07,2.3524130445319613e-06,4.099999999999999,4.1,4.1,4.1,0.006960263357070143,2.05,0.007511995668809226,,,,4.51,3.69,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
20150115,4391,4391,000627XSHE20150115,20200210042140,1,0,4.1,0.0,000627.XSHE,4.1,1500,4.1,4.1,,,0.0,4.1,,4.099999999994869,4.099999993315469,4.0999449925905855,4.098731214833493,4.1,4.099897928165798,4.091008568341415,4.056133838932918,4.0964270121501185,4.039218120636927,3.9342101318809433,4.099998563272811,4.099078591002513,4.070679223050209,3.9114826979178265,4.222999999994715,4.2229985201709965,4.222050948732589,4.192799599741715,4.028827178855361,3.9769999999950234,3.9769986063746265,3.9761062332724375,3.9485588463587034,3.794138216980292,4.1,0.0,6.498866485610678e-14,-66.66666666666667,5.9261375552835655e-08,1.085024492382762e-06,-1.9922648581070173e-06,,,,0.0,0.0,,0.006448682289302107,-0.004092648542144278,4.0955857330127365,4.099988091030967,4.1,4.1,4.099999999999999,4.099999999999999,4.1,4.1,0.0,0.0,0.0,0.0,4.099999999999999,4.1000000000000005,4.099999999999997,,53916504,4.176604861423708e-11,5.4547152702641417e-11,,,,0.0,4.1,-0.004413858493912676,,8.889206332925348e-08,1.5979060507977254e-06,4.099999999999999,4.1,4.1,4.1,0.006448682289302107,2.05,0.006960263357070143,,,,4.51,3.69,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20150116,4392,4392,000627XSHE20150116,20200210004725,0,12390,4.51,5588300.5,000627.XSHE,4.51,1500,4.51,4.51,135358.984375,135358.984375,10.0,4.1,4.0,4.236666666663246,4.202499994986602,4.1546189935785085,4.136119286212266,4.305,4.151160687145073,4.1180402736097115,4.075867150283661,4.1282403189078005,4.057680155121754,3.949362496831444,4.174544279041391,4.138213963287988,4.092109504852639,3.9262609029075097,4.363766666663143,4.299780607412632,4.262360382186628,4.214872789998217,4.044048729994735,4.109566666663349,4.0493079506701495,4.0140675443893485,3.9693462197070586,3.808473075820285,4.1,7.8431372549019684,9.780439121756574,-933.3333333333617,33.33333337284092,11.111111847629967,77.77777642326282,0.0,100.0,100.0,10.000000000000004,10.000000000000004,100.0,0.01251569785825518,0.048536124551624586,4.126283086122903,4.163066846256972,4.182,4.141,4.120499999999999,4.113666666666665,4.11025,4.106833333333333,0.0,0.0,0.0,0.0,4.099999999999999,4.278714856685165,3.9212851433148312,-100.0,53928894,0.6400000000263338,0.32000000003404994,1.0,,-1.0,16.666666666666664,4.1,-0.004092648542144278,,5.9261375552835655e-08,1.085024492382762e-06,4.099999999999999,4.1,4.1,4.1,0.01251569785825518,2.255,0.006448682289302107,,,,4.51,3.69,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
