time operation sell_price hold_day buy_price buy_date
20151116 sell 10.77 5 11.17 20151109
20160408 sell 7.53 11 7.71 20160323
20160722 sell 6.89 13 7.1 20160705
20161102 sell 6.77 9 6.81 20161020
20161207 sell 7.18 18 6.94 20161111
20170116 sell 7.09 12 7.1 20161228
20170301 sell 7.26 17 7.1 20170206
20170330 sell 7.27 7 7.34 20170321
20170419 sell 7.49 9 7.54 20170406
20170420 sell 7.57 10 7.54 20170406
20170421 sell 7.6 11 7.54 20170406
20170620 sell 7.81 14 7.72 20170531
20170727 sell 7.88 7 8.02 20170718
20171113 sell 7.7 11 7.63 20171027
20180202 sell 7.59 11 7.58 20180118
20180817 sell 5.77 2 5.82 20180815
20180820 sell 5.85 3 5.82 20180815
20180906 sell 5.74 7 5.93 20180828
20181011 sell 5.6 9 5.86 20180920
20181012 sell 5.52 10 5.86 20180920
20190313 sell 6.05 25 5.38 20190130
20190411 sell 6.33 5 6.39 20190403
