time operation sell_price hold_day buy_price buy_date
20160726 sell 11.17 16 10.67 20160704
20160823 sell 12.76 10 12.57 20160809
20160824 sell 12.69 11 12.57 20160809
20160825 sell 12.55 12 12.57 20160809
20160826 sell 12.37 13 12.57 20160809
20161207 sell 12.29 8 12.02 20161125
20170313 sell 16.29 38 12.5 20170111
20170322 sell 15.92 6 16.16 20170314
20170419 sell 16.45 1 16.47 20170418
20170420 sell 16.37 2 16.47 20170418
20170421 sell 16.5 3 16.47 20170418
20170615 sell 17.33 13 17.35 20170525
20170704 sell 18.15 4 18.47 20170628
20170718 sell 18.24 2 19.06 20170714
20170920 sell 20.12 14 17.95 20170831
20170922 sell 19.62 16 17.95 20170831
20171127 sell 24.57 22 19.18 20171025
20171128 sell 23.39 23 19.18 20171025
20180202 sell 40.05 29 28.53 20171222
20180314 sell 35.59 6 38.89 20180306
20180322 sell 35.8 4 37.32 20180316
20180417 sell 33.65 3 37.09 20180412
20181008 sell 24.61 6 26.98 20180920
20181127 sell 26.85 15 25.13 20181106
20190326 sell 41.36 43 25.92 20190117
20190327 sell 42.48 44 25.92 20190117
20190403 sell 42.88 2 45.17 20190401
