time operation sell_price hold_day buy_price buy_date
20151214 sell 207.18 19 38.3 20151112
20151223 sell 185.1 26 38.3 20151112
20160304 sell 127.0 4 142.91 20160222
20160711 sell 149.1 23 126.0 20160606
20170308 sell 80.42 17 64.87 20170213
20170405 sell 87.5 2 90.0 20170330
20170407 sell 81.67 4 90.0 20170330
20171124 sell 40.07 9 43.58 20171113
20180319 sell 32.2 5 35.16 20180312
20181127 sell 20.04 7 21.0 20181116
20190116 sell 19.29 5 19.71 20190109
20190129 sell 19.2 4 19.84 20190123
20190325 sell 23.68 29 19.8 20190212
