time operation sell_price hold_day buy_price buy_date
20150203 sell 41.11 3 40.7 20150129
20150305 sell 39.17 7 40.32 20150217
20150507 sell 51.86 24 41.69 20150401
20150601 sell 69.67 13 60.46 20150513
20150608 sell 76.66 1 79.91 20150605
20151125 sell 41.49 18 35.28 20151030
20160426 sell 41.99 25 31.2 20160321
20160620 sell 38.4 14 38.55 20160527
20160711 sell 39.19 8 40.87 20160629
20160729 sell 46.78 11 43.02 20160714
20180927 sell 9.5 7 49.41 20160905
20190313 sell 8.79 12 8.99 20190225
20190426 sell 10.01 17 9.46 20190402
20190429 sell 9.45 18 9.46 20190402
