time operation sell_price hold_day buy_price buy_date
20151123 sell 11.41 12 11.05 20151105
20151230 sell 10.99 7 11.11 20151221
20151231 sell 10.71 8 11.11 20151221
20160411 sell 8.89 13 8.97 20160322
20160412 sell 8.79 14 8.97 20160322
20160413 sell 8.99 15 8.97 20160322
20160415 sell 8.92 1 9.0 20160414
20160706 sell 6.34 4 8.41 20160630
20161201 sell 6.96 29 6.4 20161021
20170809 sell 5.85 22 5.74 20170710
20170908 sell 5.97 9 6.11 20170828
20180131 sell 5.35 7 5.59 20180122
20180906 sell 4.43 8 4.47 20180827
20180907 sell 4.47 9 4.47 20180827
20180910 sell 4.36 10 4.47 20180827
20181008 sell 4.36 5 4.53 20180921
20181123 sell 4.45 18 4.55 20181030
20190312 sell 5.7 35 4.41 20190115
