time operation sell_price hold_day buy_price buy_date
20150112 sell 10.25 5 11.8 20150105
20150424 sell 12.12 26 10.02 20150318
20150507 sell 13.21 4 13.28 20150430
20150508 sell 13.37 5 13.28 20150430
20150511 sell 13.9 6 13.28 20150430
20150512 sell 14.13 7 13.28 20150430
20150520 sell 14.12 13 13.28 20150430
20150617 sell 14.94 7 15.17 20150608
20150618 sell 14.66 8 15.17 20150608
20150930 sell 11.93 8 12.16 20150918
20151008 sell 11.6 9 12.16 20150918
20151009 sell 11.65 10 12.16 20150918
20151130 sell 13.27 18 11.96 20151104
20151201 sell 13.65 19 11.96 20151104
20151204 sell 13.12 22 11.96 20151104
20151218 sell 13.55 1 13.99 20151217
20151230 sell 14.5 7 14.91 20151221
20151231 sell 13.8 8 14.91 20151221
20160829 sell 11.56 10 12.14 20160815
20160830 sell 11.6 11 12.14 20160815
20160831 sell 12.01 12 12.14 20160815
20161206 sell 12.7 26 11.99 20161031
20170109 sell 12.72 4 13.25 20170103
20170606 sell 10.98 5 11.72 20170526
20170725 sell 12.14 18 11.65 20170629
20170920 sell 12.76 9 12.2 20170907
20170922 sell 12.37 11 12.2 20170907
20170925 sell 11.63 12 12.2 20170907
20171127 sell 12.3 3 12.25 20171122
20171128 sell 11.99 4 12.25 20171122
20171129 sell 12.97 5 12.25 20171122
20180124 sell 16.11 19 12.47 20171227
20180906 sell 8.83 2 9.19 20180904
20181009 sell 8.75 7 9.18 20180920
20181010 sell 8.79 8 9.18 20180920
20181126 sell 9.49 17 9.14 20181101
20181127 sell 9.51 18 9.14 20181101
20181128 sell 9.56 19 9.14 20181101
20181129 sell 9.47 20 9.14 20181101
20181130 sell 9.51 21 9.14 20181101
20181217 sell 10.06 3 10.08 20181212
20190123 sell 9.92 11 9.82 20190108
20190124 sell 9.99 12 9.82 20190108
20190220 sell 10.98 11 10.56 20190129
20190312 sell 11.62 9 11.35 20190227
20190327 sell 12.94 7 13.42 20190318
20190412 sell 13.78 8 14.12 20190401
