time operation sell_price hold_day buy_price buy_date
20151130 sell 25.6 24 19.39 20151020
20151225 sell 29.98 8 31.26 20151215
20160411 sell 26.3 13 26.18 20160322
20160412 sell 25.9 14 26.18 20160322
20160415 sell 26.98 1 27.33 20160414
20160418 sell 25.99 2 27.33 20160414
20160419 sell 26.19 3 27.33 20160414
20160718 sell 24.04 14 24.1 20160628
20161102 sell 22.89 11 23.47 20161018
20161121 sell 23.44 6 24.37 20161111
20170706 sell 17.19 10 17.3 20170622
20170802 sell 18.18 17 17.64 20170710
20170907 sell 18.66 12 18.35 20170822
20180418 sell 14.35 5 14.44 20180411
20180522 sell 14.75 12 14.67 20180504
20180612 sell 15.01 2 14.86 20180608
20181123 sell 10.38 16 10.04 20181101
20181126 sell 10.68 17 10.04 20181101
20190312 sell 13.67 18 10.36 20190214
20190424 sell 14.43 3 15.04 20190419
