time operation sell_price hold_day buy_price buy_date
20150109 sell 8.67 3 9.14 20150106
20150413 sell 10.53 29 8.68 20150302
20150506 sell 11.34 13 10.85 20150416
20150507 sell 11.2 14 10.85 20150416
20150528 sell 12.25 3 13.46 20150525
20150623 sell 16.68 11 14.4 20150605
20150624 sell 16.71 12 14.4 20150605
20150731 sell 18.79 12 16.15 20150715
20150818 sell 19.33 1 20.97 20150817
20150930 sell 18.18 9 18.52 20150917
20151021 sell 18.25 8 19.36 20151009
20151022 sell 18.63 9 19.36 20151009
20151120 sell 22.83 17 20.01 20151028
20151231 sell 22.57 10 22.46 20151217
20160229 sell 18.67 5 21.47 20160222
20160426 sell 21.95 18 20.42 20160330
20160510 sell 24.55 3 23.25 20160505
20160511 sell 24.33 4 23.25 20160505
20160512 sell 24.69 5 23.25 20160505
20160513 sell 23.96 6 23.25 20160505
20160516 sell 23.94 7 23.25 20160505
20160711 sell 22.12 7 23.49 20160630
20160802 sell 23.84 10 23.5 20160719
20160803 sell 24.33 11 23.5 20160719
20160804 sell 24.25 12 23.5 20160719
20160805 sell 24.39 13 23.5 20160719
20160808 sell 25.22 14 23.5 20160719
20160817 sell 24.19 21 23.5 20160719
20161124 sell 25.28 14 24.81 20161104
20170306 sell 25.48 28 23.99 20170118
20170313 sell 26.06 33 23.99 20170118
20170315 sell 25.91 35 23.99 20170118
20170330 sell 25.97 2 26.68 20170328
20170505 sell 26.75 1 26.49 20170504
20170523 sell 25.01 4 26.99 20170517
20170627 sell 27.58 15 26.7 20170606
20170920 sell 26.25 7 27.33 20170911
20170922 sell 26.62 9 27.33 20170911
20171031 sell 27.78 14 27.56 20171011
20171101 sell 27.76 15 27.56 20171011
20180612 sell 13.53 3 19.55 20180607
20181012 sell 10.6 7 10.75 20180926
20181015 sell 10.39 8 10.75 20180926
20181016 sell 10.35 9 10.75 20180926
20181029 sell 10.46 3 10.73 20181024
20181113 sell 10.86 9 10.8 20181031
20190117 sell 10.27 4 10.61 20190111
20190308 sell 11.82 18 10.65 20190212
20190425 sell 13.51 15 12.48 20190403
20190426 sell 12.91 16 12.48 20190403
20190429 sell 12.62 17 12.48 20190403
