time operation sell_price hold_day buy_price buy_date
20160725 sell 15.13 25 14.72 20160620
20160727 sell 15.23 1 15.53 20160726
20160810 sell 15.37 1 15.68 20160809
20160825 sell 16.06 8 17.06 20160815
20161102 sell 16.49 13 16.4 20161014
20161206 sell 17.66 9 17.69 20161123
20170313 sell 18.1 19 17.1 20170214
20170320 sell 17.42 24 17.1 20170214
20170419 sell 19.6 9 18.33 20170406
20170420 sell 19.79 10 18.33 20170406
20170421 sell 19.75 11 18.33 20170406
20170616 sell 20.31 19 20.1 20170518
20170703 sell 21.26 5 21.99 20170626
20170920 sell 19.88 3 19.88 20170915
20171127 sell 19.82 7 19.01 20171116
20180202 sell 26.87 29 19.41 20171222
20180205 sell 27.38 30 19.41 20171222
20180522 sell 22.25 10 23.23 20180508
20181009 sell 17.43 7 19.19 20180920
20181109 sell 17.73 10 18.49 20181026
20181112 sell 17.99 11 18.49 20181026
20181123 sell 18.42 6 18.72 20181115
20190307 sell 21.23 28 18.38 20190121
20190325 sell 21.87 3 22.64 20190320
20190411 sell 22.7 7 23.3 20190401
