time operation sell_price hold_day buy_price buy_date
20150507 sell 18.38 11 15.95 20150421
20150603 sell 13.62 8 23.45 20150522
20151124 sell 9.01 20 8.04 20151020
20151228 sell 8.85 1 9.11 20151225
20170313 sell 7.27 16 7.18 20170217
20170410 sell 7.08 2 7.23 20170406
20170419 sell 7.5 3 7.89 20170414
20170717 sell 6.57 12 6.64 20170629
20170801 sell 6.97 8 7.08 20170720
20170914 sell 6.92 11 6.98 20170830
20180717 sell 5.26 4 6.05 20180111
20181012 sell 3.6 5 3.91 20180928
20181121 sell 4.1 20 3.9 20181024
20190128 sell 3.5 4 3.85 20190122
20190314 sell 4.48 16 3.9 20190220
20190315 sell 4.51 17 3.9 20190220
20190410 sell 4.85 3 4.97 20190404
20190411 sell 4.78 4 4.97 20190404
20190422 sell 4.87 4 5.17 20190416
