time operation sell_price hold_day buy_price buy_date
20151123 sell 21.15 19 16.46 20151027
20151228 sell 19.48 5 20.16 20151221
20160412 sell 16.14 14 16.45 20160322
20160415 sell 16.48 1 16.61 20160414
20160705 sell 17.28 18 15.39 20160607
20160830 sell 17.54 11 17.89 20160815
20160901 sell 17.34 1 17.75 20160831
20161118 sell 17.67 17 16.96 20161026
20170718 sell 13.26 10 13.3 20170704
20170804 sell 14.09 11 14.4 20170720
20170807 sell 13.98 12 14.4 20170720
20170908 sell 14.09 9 14.47 20170828
20180201 sell 11.48 10 12.97 20180118
20181123 sell 8.88 17 8.38 20181031
20190318 sell 13.48 22 8.99 20190214
