time operation sell_price hold_day buy_price buy_date
20150203 sell 47.6 5 48.08 20150127
20150204 sell 47.04 6 48.08 20150127
20150310 sell 51.75 12 50.31 20150213
20150428 sell 60.4 24 55.72 20150324
20150515 sell 63.29 2 65.95 20150513
20150529 sell 65.77 6 67.17 20150521
20150727 sell 78.0 9 85.38 20150714
20160325 sell 38.55 5 39.54 20160318
20160718 sell 37.72 12 37.68 20160630
20160822 sell 37.9 3 38.09 20160817
20160909 sell 39.6 12 39.21 20160824
20170110 sell 22.72 8 23.43 20161228
20170922 sell 20.44 1 20.56 20170921
20170925 sell 20.38 2 20.56 20170921
20180202 sell 19.73 5 20.05 20180126
20190322 sell 9.81 14 9.18 20190226
