time operation sell_price hold_day buy_price buy_date
20170920 sell 104.42 8 102.99 20170908
20170922 sell 103.02 10 102.99 20170908
20170925 sell 102.69 11 102.99 20170908
20170926 sell 102.19 12 102.99 20170908
20170927 sell 102.22 13 102.99 20170908
20170928 sell 102.11 14 102.99 20170908
20171117 sell 118.06 27 111.96 20171011
20171120 sell 119.29 28 111.96 20171011
20171229 sell 118.05 7 121.58 20171220
20180129 sell 135.41 18 121.53 20180103
20180228 sell 138.04 2 146.48 20180226
20180528 sell 145.45 14 141.22 20180508
20180529 sell 141.96 15 141.22 20180508
20180530 sell 143.28 16 141.22 20180508
20180531 sell 143.37 17 141.22 20180508
20180601 sell 138.4 18 141.22 20180508
20181127 sell 80.08 6 87.19 20181119
20181210 sell 79.83 4 85.06 20181204
20181217 sell 86.25 2 89.15 20181213
20181218 sell 87.67 3 89.15 20181213
20181219 sell 83.32 4 89.15 20181213
20181220 sell 82.9 5 89.15 20181213
20181221 sell 82.09 6 89.15 20181213
20190220 sell 91.82 20 86.91 20190116
20190313 sell 101.9 12 98.7 20190225
20190314 sell 99.51 13 98.7 20190225
20190315 sell 101.7 14 98.7 20190225
20190329 sell 121.4 8 108.7 20190319
20190411 sell 122.17 16 108.7 20190319
