time code operation
20150105 000001.XSHE long
20150106 000001.XSHE long
20150106 000016.XSHE long
20150107 000016.XSHE long
20150107 000001.XSHE long_sell
20150108 000016.XSHE long
20150109 000016.XSHE long
20150115 000016.XSHE long
20150116 000016.XSHE long
20150119 000016.XSHE long_sell
20150122 000016.XSHE long
20150123 000016.XSHE long
20150126 000016.XSHE long
20150127 000016.XSHE long
20150128 000016.XSHE long
20150129 000016.XSHE long
20150130 000016.XSHE long
20150203 000016.XSHE long_sell
20150213 000016.XSHE long
20150216 000016.XSHE long
20150217 000016.XSHE long
20150225 000016.XSHE long
20150226 000016.XSHE long
20150227 000016.XSHE long
20150302 000016.XSHE long
20150303 000016.XSHE long
20150304 000016.XSHE long
20150309 000016.XSHE long_sell
20150313 000001.XSHE long
20150316 000001.XSHE long
20150317 000001.XSHE long
20150318 000001.XSHE long
20150319 000001.XSHE long
20150323 000001.XSHE long
20150330 000001.XSHE long
20150331 000001.XSHE long
20150401 000001.XSHE long
20150402 000001.XSHE long
20150402 000016.XSHE long
20150403 000001.XSHE long
20150403 000016.XSHE long
20150407 000001.XSHE long
20150407 000016.XSHE long
20150408 000001.XSHE long
20150408 000016.XSHE long
20150409 000001.XSHE long
20150409 000016.XSHE long
20150410 000001.XSHE long
20150410 000016.XSHE long
20150413 000016.XSHE long
20150414 000016.XSHE long
20150415 000016.XSHE long
20150416 000016.XSHE long
20150416 000001.XSHE long_sell
20150417 000016.XSHE long
20150420 000016.XSHE long
20150421 000016.XSHE long
20150422 000016.XSHE long
20150504 000016.XSHE long
20150505 000016.XSHE long
20150506 000016.XSHE long
20150513 000016.XSHE long
20150514 000016.XSHE long
20150526 000001.XSHE long
20150526 000016.XSHE long
20150527 000001.XSHE long
20150527 000016.XSHE long
20150528 000016.XSHE long
20150605 000016.XSHE long
20150608 000001.XSHE long
20150608 000016.XSHE long
20150609 000001.XSHE long
20150609 000016.XSHE long
20150610 000001.XSHE long
20150610 000016.XSHE long
20150611 000001.XSHE long
20150611 000016.XSHE long
20150911 000016.XSHE long
20151023 000001.XSHE long
20151026 000001.XSHE long
20151027 000001.XSHE long
20151105 000001.XSHE long
20151106 000001.XSHE long
20151109 000001.XSHE long
20151110 000001.XSHE long
20151111 000001.XSHE long
20151112 000001.XSHE long
20151118 000001.XSHE long
20151119 000001.XSHE long
20151120 000001.XSHE long
20151221 000001.XSHE long
20151222 000001.XSHE long
20151223 000001.XSHE long
20151224 000001.XSHE long
20160308 000016.XSHE long
20160309 000016.XSHE long
20160318 000001.XSHE long
20160321 000001.XSHE long
20160322 000001.XSHE long
20160323 000001.XSHE long
20160331 000001.XSHE long
20160401 000001.XSHE long
20160405 000001.XSHE long
20160406 000001.XSHE long
20160411 000001.XSHE long
20160413 000001.XSHE long
20160414 000001.XSHE long
20160414 000016.XSHE long
20160415 000001.XSHE long
20160415 000016.XSHE long
20160418 000001.XSHE long
20160418 000016.XSHE long
20160420 000016.XSHE long_sell
20160608 000001.XSHE long
20160704 000016.XSHE long
20160705 000016.XSHE long
20160707 000016.XSHE long
20160712 000016.XSHE long
20160713 000016.XSHE long
20160714 000016.XSHE long
20160715 000016.XSHE long
20160721 000016.XSHE long
20160722 000016.XSHE long
20160725 000016.XSHE long
20160726 000016.XSHE long
20160809 000016.XSHE long
20160810 000016.XSHE long
20160811 000001.XSHE long
20160811 000016.XSHE long
20160812 000001.XSHE long
20160812 000016.XSHE long
20160815 000001.XSHE long
20160816 000001.XSHE long
20160816 000016.XSHE long
20160817 000001.XSHE long
20160817 000016.XSHE long
20160818 000016.XSHE long
20160826 000001.XSHE long
20161115 000001.XSHE long
20161116 000001.XSHE long
20161116 000016.XSHE long
20161117 000001.XSHE long
20161117 000016.XSHE long
20161121 000001.XSHE long
20161122 000001.XSHE long
20161123 000001.XSHE long
20161123 000016.XSHE long
20161124 000001.XSHE long
20161124 000016.XSHE long
20161125 000001.XSHE long
20161128 000001.XSHE long
20161129 000001.XSHE long
20161130 000001.XSHE long
20161201 000016.XSHE long
20161206 000016.XSHE long
20170126 000001.XSHE long
20170203 000001.XSHE long
20170206 000001.XSHE long
20170207 000001.XSHE long
20170209 000001.XSHE long
20170210 000001.XSHE long
20170213 000001.XSHE long
20170214 000001.XSHE long
20170215 000001.XSHE long
20170216 000001.XSHE long
20170220 000001.XSHE long
20170221 000001.XSHE long
20170222 000001.XSHE long
20170222 000016.XSHE long
20170223 000001.XSHE long
20170223 000016.XSHE long
20170412 000016.XSHE long
20170413 000016.XSHE long
20170414 000016.XSHE long
20170417 000016.XSHE long
20170504 000016.XSHE long
20170525 000016.XSHE long
20170526 000016.XSHE long
20170531 000016.XSHE long
20170601 000001.XSHE long
20170601 000016.XSHE long
20170602 000001.XSHE long
20170602 000016.XSHE long
20170605 000016.XSHE long
20170606 000016.XSHE long
20170607 000016.XSHE long
20170608 000016.XSHE long
20170609 000001.XSHE long
20170609 000016.XSHE long
20170612 000001.XSHE long
20170615 000016.XSHE long
20170616 000016.XSHE long
20170619 000016.XSHE long
20170620 000001.XSHE long
20170620 000016.XSHE long
20170621 000001.XSHE long
20170622 000001.XSHE long
20170623 000001.XSHE long
20170626 000001.XSHE long
20170627 000001.XSHE long
20170628 000001.XSHE long
20170629 000001.XSHE long
20170629 000016.XSHE long
20170630 000001.XSHE long
20170630 000016.XSHE long
20170703 000001.XSHE long
20170703 000016.XSHE long
20170704 000016.XSHE long
20170705 000016.XSHE long
20170706 000001.XSHE long
20170706 000016.XSHE long
