time code operation
20170707 000001.XSHE long
20170707 000016.XSHE long
20170710 000001.XSHE long
20170710 000016.XSHE long
20170711 000001.XSHE long
20170711 000016.XSHE long
20170712 000001.XSHE long
20170713 000001.XSHE long
20170713 000016.XSHE long
20170714 000001.XSHE long
20170717 000001.XSHE long
20170718 000001.XSHE long
20170719 000001.XSHE long
20170720 000001.XSHE long
20170721 000001.XSHE long
20170731 000016.XSHE long
20170801 000016.XSHE long
20170802 000016.XSHE long
20170803 000016.XSHE long
20170822 000016.XSHE long
20170823 000016.XSHE long
20170825 000001.XSHE long
20170825 000016.XSHE long
20170828 000001.XSHE long
20170828 000016.XSHE long
20170829 000001.XSHE long
20170829 000016.XSHE long
20170830 000001.XSHE long
20170830 000016.XSHE long
20170831 000001.XSHE long
20170901 000016.XSHE long
20170904 000001.XSHE long
20170904 000016.XSHE long
20170905 000001.XSHE long
20170905 000016.XSHE long
20170906 000001.XSHE long
20170906 000016.XSHE long
20170907 000001.XSHE long
20170907 000016.XSHE long
20170908 000016.XSHE long
20171012 000001.XSHE long
20171013 000001.XSHE long
20171016 000001.XSHE long
20171018 000001.XSHE long
20171019 000001.XSHE long
20171031 000016.XSHE long
20171101 000016.XSHE long
20171102 000016.XSHE long
20171103 000016.XSHE long
20171106 000016.XSHE long
20171107 000016.XSHE long
20171108 000001.XSHE long
20171108 000016.XSHE long
20171109 000001.XSHE long
20171109 000016.XSHE long
20171110 000001.XSHE long
20171110 000016.XSHE long
20171113 000001.XSHE long
20171113 000016.XSHE long
20171114 000001.XSHE long
20171114 000016.XSHE long
20171115 000001.XSHE long
20171116 000001.XSHE long
20171117 000001.XSHE long
20171120 000001.XSHE long
20171121 000001.XSHE long
20171122 000001.XSHE long
20171123 000001.XSHE long
20171124 000001.XSHE long
20171226 000001.XSHE long
20180102 000001.XSHE long
20180109 000016.XSHE long
20180110 000016.XSHE long
20180111 000016.XSHE long
20180112 000016.XSHE long
20180115 000001.XSHE long
20180115 000016.XSHE long
20180116 000001.XSHE long
20180116 000016.XSHE long
20180117 000001.XSHE long
20180118 000001.XSHE long
20180118 000016.XSHE long
20180119 000001.XSHE long
20180119 000016.XSHE long
20180122 000001.XSHE long
20180122 000016.XSHE long
20180123 000001.XSHE long
20180123 000016.XSHE long
20180124 000016.XSHE long
20180125 000016.XSHE long
20180126 000016.XSHE long
20180315 000016.XSHE long
20180316 000016.XSHE long
20180319 000016.XSHE long
20180320 000016.XSHE long
20180321 000016.XSHE long
20180322 000016.XSHE long
20180824 000001.XSHE long
20180827 000001.XSHE long
20180828 000001.XSHE long
20180829 000001.XSHE long
20180830 000001.XSHE long
20180904 000001.XSHE long
20180921 000001.XSHE long
20180925 000001.XSHE long
20180926 000001.XSHE long
20180927 000001.XSHE long
20180928 000001.XSHE long
20181024 000001.XSHE long
20181025 000001.XSHE long
20181026 000001.XSHE long
20181102 000001.XSHE long
20181116 000016.XSHE long
20181119 000016.XSHE long
20181120 000016.XSHE long
20181121 000016.XSHE long
20190116 000001.XSHE long
20190117 000001.XSHE long
20190118 000001.XSHE long
20190121 000001.XSHE long
20190123 000001.XSHE long
20190124 000001.XSHE long
20190125 000001.XSHE long
20190128 000001.XSHE long
20190129 000001.XSHE long
20190130 000001.XSHE long
20190131 000001.XSHE long
20190201 000001.XSHE long
20190211 000001.XSHE long
20190212 000001.XSHE long
20190213 000001.XSHE long
20190213 000016.XSHE long
20190214 000001.XSHE long
20190214 000016.XSHE long
20190215 000016.XSHE long
20190218 000001.XSHE long
20190218 000016.XSHE long
20190219 000016.XSHE long
20190220 000001.XSHE long
20190220 000016.XSHE long
20190221 000001.XSHE long
20190221 000016.XSHE long
20190222 000001.XSHE long
20190222 000016.XSHE long
20190225 000001.XSHE long
20190225 000016.XSHE long
20190226 000001.XSHE long
20190226 000016.XSHE long
20190227 000001.XSHE long
20190227 000016.XSHE long
20190228 000001.XSHE long
20190228 000016.XSHE long
20190301 000001.XSHE long
20190301 000016.XSHE long
20190304 000001.XSHE long
20190304 000016.XSHE long
20190305 000001.XSHE long
20190305 000016.XSHE long
20190306 000001.XSHE long
20190306 000016.XSHE long
20190307 000016.XSHE long
20190314 000016.XSHE long
20190315 000016.XSHE long
20190318 000016.XSHE long
20190319 000016.XSHE long
20190320 000016.XSHE long
20190321 000016.XSHE long
20190322 000016.XSHE long
20190327 000016.XSHE long_sell
20190402 000001.XSHE long
20190403 000001.XSHE long
20190404 000001.XSHE long
20190408 000001.XSHE long
20190409 000001.XSHE long
20190410 000001.XSHE long
20190416 000001.XSHE long
20190417 000001.XSHE long
20190418 000001.XSHE long
20190419 000001.XSHE long
20190424 000001.XSHE long
