time operation sell_price hold_day buy_price buy_date
20150109 sell 28.15 4 29.76 20150105
20150304 sell 27.78 8 28.38 20150213
20150430 sell 36.46 31 28.39 20150317
20150528 sell 21.11 4 39.69 20150522
20151118 sell 15.53 4 16.02 20151112
20160104 sell 15.17 9 17.73 20151221
20160413 sell 14.49 17 14.29 20160318
20160415 sell 14.56 1 14.61 20160414
20160510 sell 15.27 3 15.39 20160505
20160511 sell 15.43 4 15.39 20160505
20160512 sell 15.3 5 15.39 20160505
20160623 sell 16.11 12 16.28 20160603
20160624 sell 15.81 13 16.28 20160603
20160720 sell 17.84 13 16.93 20160701
20161118 sell 17.87 14 17.99 20161031
20161206 sell 18.11 7 18.72 20161125
20170209 sell 18.1 10 18.22 20170119
20170215 sell 17.9 2 18.52 20170213
20170228 sell 18.06 4 18.48 20170222
20170309 sell 18.12 1 18.29 20170308
20170320 sell 18.27 4 18.52 20170314
20170405 sell 18.94 9 18.68 20170321
20170407 sell 18.61 11 18.68 20170321
20170620 sell 19.82 19 19.25 20170522
20170705 sell 21.11 30 19.25 20170522
20170706 sell 20.8 31 19.25 20170522
20170804 sell 20.71 1 21.29 20170803
20170815 sell 23.07 5 21.54 20170808
20170825 sell 22.87 6 22.88 20170817
20170911 sell 23.24 4 24.07 20170905
20170920 sell 24.84 2 24.38 20170918
20170922 sell 25.32 1 25.19 20170921
20171031 sell 29.55 14 28.57 20171011
20171123 sell 30.6 2 32.26 20171121
20171218 sell 31.83 2 31.9 20171214
20171219 sell 31.96 3 31.9 20171214
20171229 sell 32.19 11 31.9 20171214
20180119 sell 33.61 11 33.42 20180104
20180122 sell 34.99 12 33.42 20180104
20180125 sell 34.4 2 35.46 20180123
20180301 sell 32.41 2 33.69 20180227
20180612 sell 31.83 3 30.77 20180607
20180613 sell 31.34 4 30.77 20180607
20180614 sell 30.51 5 30.77 20180607
20181207 sell 23.02 3 24.2 20181204
20190308 sell 26.35 33 24.1 20190115
20190325 sell 27.17 4 28.05 20190319
20190423 sell 30.48 15 29.77 20190401
