time operation sell_price hold_day buy_price buy_date
20170308 sell 10.24 15 10.1 20170215
20170705 sell 9.23 5 9.39 20170628
20170727 sell 9.41 9 9.38 20170714
20180202 sell 7.99 11 7.97 20180118
20180205 sell 8.31 12 7.97 20180118
20180528 sell 7.38 5 7.42 20180521
20180529 sell 7.32 6 7.42 20180521
20180906 sell 6.3 1 6.32 20180905
20180907 sell 6.3 2 6.32 20180905
20181010 sell 6.32 8 6.31 20180920
20181011 sell 6.04 9 6.31 20180920
20181012 sell 6.08 10 6.31 20180920
20181121 sell 6.5 19 6.48 20181025
20190314 sell 7.01 26 6.16 20190130
20190411 sell 7.23 3 7.42 20190408
20190422 sell 7.26 4 7.49 20190416
