time operation sell_price hold_day buy_price buy_date
20150114 sell 79.45 7 86.96 20150105
20150429 sell 92.56 25 82.45 20150324
20150618 sell 70.48 19 96.07 20150522
20151116 sell 64.92 23 60.0 20151014
20151229 sell 66.95 6 70.74 20151221
20160104 sell 64.08 1 68.54 20151231
20160105 sell 66.99 2 68.54 20151231
20160106 sell 66.74 3 68.54 20151231
20160107 sell 61.35 4 68.54 20151231
20160401 sell 65.87 20 66.06 20160304
20160407 sell 65.07 1 68.28 20160406
20160426 sell 67.54 1 67.64 20160425
20160510 sell 67.0 3 69.87 20160505
20160511 sell 68.1 4 69.87 20160505
20160623 sell 72.11 14 70.03 20160601
20160718 sell 74.21 7 74.89 20160707
20161104 sell 68.18 8 69.8 20161025
20161207 sell 71.29 8 69.37 20161125
20161208 sell 71.8 9 69.37 20161125
20170111 sell 69.63 5 72.02 20170104
20170112 sell 68.78 6 72.02 20170104
20170113 sell 67.8 7 72.02 20170104
20170303 sell 82.91 21 70.22 20170126
20170327 sell 87.0 3 90.0 20170322
20170328 sell 87.05 4 90.0 20170322
20170616 sell 85.29 15 86.29 20170524
20170815 sell 90.77 12 90.1 20170728
20170901 sell 87.9 3 91.4 20170829
20170922 sell 96.83 1 96.84 20170921
20170925 sell 100.43 2 96.84 20170921
20170926 sell 100.08 3 96.84 20170921
20171031 sell 110.24 14 108.0 20171011
20171218 sell 112.35 2 114.49 20171214
20180103 sell 115.25 9 117.95 20171220
20180124 sell 133.35 14 121.0 20180104
20180228 sell 117.99 2 128.78 20180226
20180522 sell 129.32 12 124.01 20180504
20180523 sell 127.21 13 124.01 20180504
20180612 sell 149.5 3 145.88 20180607
20181011 sell 111.0 7 121.9 20180925
20181217 sell 99.28 1 101.1 20181214
20190131 sell 94.5 8 101.12 20190121
20190311 sell 114.0 20 103.89 20190211
20190411 sell 119.98 7 129.11 20190401
