time code operation
20150619 000001.XSHE buy
20150923 000016.XSHE buy
20151109 000001.XSHE buy
20151109 000001.XSHE sell
20151130 000001.XSHE buy
20151130 000001.XSHE sell
20151202 000001.XSHE buy
20151202 000001.XSHE sell
20151209 000001.XSHE buy
20151209 000001.XSHE sell
20151221 000001.XSHE buy
20151221 000001.XSHE sell
20151231 000001.XSHE buy
20151231 000001.XSHE sell
20160414 000001.XSHE buy
20160414 000001.XSHE sell
20160420 000001.XSHE buy
20160420 000001.XSHE sell
20160805 000016.XSHE buy
20160805 000016.XSHE sell
20160905 000016.XSHE buy
20160905 000016.XSHE sell
20161123 000001.XSHE buy
20161123 000016.XSHE buy
20161123 000001.XSHE sell
20161123 000016.XSHE sell
20161124 000016.XSHE buy
20161201 000016.XSHE buy
20161201 000016.XSHE sell
20161202 000016.XSHE buy
20161202 000016.XSHE sell
20161205 000016.XSHE buy
20161205 000016.XSHE sell
20161213 000016.XSHE buy
20161213 000016.XSHE sell
20161219 000001.XSHE buy
20161219 000001.XSHE sell
20170126 000001.XSHE buy
20170126 000001.XSHE sell
20170321 000001.XSHE buy
20170321 000001.XSHE sell
20170414 000016.XSHE buy
20170414 000016.XSHE sell
20170424 000016.XSHE buy
20170424 000016.XSHE sell
20170504 000016.XSHE buy
20170504 000016.XSHE sell
20170508 000016.XSHE buy
20170508 000016.XSHE sell
20170531 000016.XSHE buy
20170531 000016.XSHE sell
20170601 000001.XSHE buy
20170601 000001.XSHE sell
20170616 000001.XSHE buy
20170616 000001.XSHE sell
20170619 000001.XSHE buy
20170619 000001.XSHE sell
20171227 000016.XSHE buy
20171227 000016.XSHE sell
20180103 000016.XSHE buy
20180103 000016.XSHE sell
20180207 000016.XSHE buy
20180207 000016.XSHE sell
20180209 000001.XSHE buy
20180209 000001.XSHE sell
20180309 000016.XSHE buy
20180309 000016.XSHE sell
20180420 000016.XSHE buy
20180420 000016.XSHE sell
20180827 000001.XSHE buy
20180827 000001.XSHE sell
20181127 000001.XSHE buy
20181127 000001.XSHE sell
20181203 000001.XSHE buy
20181203 000001.XSHE sell
20181207 000001.XSHE buy
20181207 000001.XSHE sell
20190116 000001.XSHE buy
20190116 000001.XSHE sell
20190219 000016.XSHE buy
20190219 000016.XSHE sell
20190507 000016.XSHE buy
20190507 000016.XSHE sell
