time code operation
20150107 000016.XSHE buy
20150113 000016.XSHE sell
20150316 000001.XSHE buy
20150320 000001.XSHE sell
20150527 000001.XSHE buy
20150529 000001.XSHE sell
20150609 000001.XSHE buy
20150615 000001.XSHE sell
20151023 000001.XSHE buy
20151029 000001.XSHE sell
20151221 000001.XSHE buy
20151228 000001.XSHE sell
20160303 000016.XSHE buy
20160310 000016.XSHE sell
20160318 000001.XSHE buy
20160324 000001.XSHE sell
20160608 000001.XSHE buy
20160614 000001.XSHE sell
20160701 000016.XSHE buy
20160705 000016.XSHE sell
20160804 000001.XSHE buy
20160805 000001.XSHE sell
20160810 000001.XSHE buy
20160822 000001.XSHE sell
20161115 000001.XSHE buy
20161117 000016.XSHE buy
20161121 000001.XSHE sell
20161121 000016.XSHE sell
20161122 000016.XSHE sell
20170203 000001.XSHE buy
20170206 000001.XSHE sell
20170222 000016.XSHE buy
20170228 000016.XSHE sell
20170413 000016.XSHE buy
20170419 000016.XSHE sell
20170504 000016.XSHE buy
20170509 000016.XSHE sell
20170526 000016.XSHE buy
20170531 000016.XSHE sell
20170601 000001.XSHE buy
20170606 000001.XSHE sell
20171101 000016.XSHE buy
20171106 000016.XSHE sell
20180109 000016.XSHE buy
20180116 000016.XSHE sell
20180315 000016.XSHE buy
20180322 000016.XSHE sell
20180827 000001.XSHE buy
20180831 000001.XSHE sell
20181116 000016.XSHE buy
20181121 000016.XSHE sell
20181204 000016.XSHE buy
20181207 000016.XSHE sell
20190117 000001.XSHE buy
20190118 000001.XSHE sell
20190214 000016.XSHE buy
20190221 000016.XSHE sell
