date,close,high,low,open,codes,volume,close_EMA_5,close_EMA_10,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,Dea,MACD,close_EMA_26,close_EMA_12
20150617,35.45,37.15,35.38,37.03,JD,9902000,35.45,35.45,,,,,,,,,,,,0.0,0.0,35.45,35.45
20150618,35.57,35.9,35.05,35.5,JD,7357300,35.49,35.47181818181818,,,,,,,,,,,,0.0019145299145293393,0.015316239316234714,35.45888888888889,35.46846153846154
20150619,34.61,35.22,33.92,35.0,JD,8807300,35.196666666666665,35.31512396694215,,,,,,,,,,,,-0.010391915650036766,-0.09845156451652884,35.39600823045268,35.33639053254438
20150622,34.59,35.04,34.41,34.95,JD,4770600,34.99444444444445,35.183283245679945,,,,,,,,,,,,-0.031262071968143915,-0.1669612505448572,35.336303917085814,35.22156121984524
20150623,34.59,35.0,34.41,35.0,JD,4525000,34.85962962962963,35.07541356464723,-1.064012356272524,,,,,,,,,,,-0.056334495613747496,-0.20057938916482862,35.28102214544983,35.12439795525367
20150624,34.78,35.48,34.67,34.9,JD,4087300,34.83308641975309,35.02170200743864,-0.13782014471115717,,,,,,,24.031007751937757,,,,-0.07956674438892188,-0.185857990201395,35.24390939393503,35.07141365444541
20150625,34.02,34.74,33.64,34.57,JD,4280400,34.562057613168726,34.83957436972253,-1.44272553450373,,,,,,,9.844559585492147,,-4.0338504936530315,,-0.11237174175535217,-0.2624399789314424,35.15324943882873,34.90965770760766
20150626,33.45,33.55,32.08,33.1,JD,10086500,34.19137174211249,34.58692448431843,-2.438313014058212,,,50.0,50.0,50.0,,12.337662337662254,,-5.960078718020797,,-0.15829495947827782,-0.3673857417834051,35.0270828137303,34.68509498336032
20150629,32.5,33.18,31.72,32.62,JD,8928600,33.62758116140832,34.207483668987805,-4.039211054682912,,,38.121546961325976,46.04051565377533,22.283609576427267,,7.692307692307604,,-6.09650390060676,,-0.22482896154520512,-0.5322720165354184,34.839891494194724,34.34892652438181
20150630,34.1,34.1,33.03,33.07,JD,8498600,33.78505410760555,34.1879411837173,0.97719869706842,,,44.3936309885714,45.491554098707354,42.1977847682995,,43.98034398034395,,-1.4165943914426191,,-0.27475408540248225,-0.39940099085821656,34.78508471684697,34.31063013601538
20150701,33.25,34.21,32.93,34.08,JD,7445400,33.606702738403705,34.01740642304142,-0.6394931867081002,,,43.15958377961499,44.7142306590099,40.05029002082517,,33.82663847780127,,-3.873952009251238,,-0.3245869620990214,-0.39866301357231304,34.67137473782127,34.14745626893609
20150702,33.13,33.64,32.8,33.48,JD,3808600,33.447801825602475,33.85605980067025,-0.46866550501712073,,,41.2730558530767,43.5671723903655,36.6848227784991,,39.119804400978,31.1074918566775,-4.744105807935592,,-0.37292442889169203,-0.38669973434136506,34.557198831315986,33.99092453525361
20150706,31.89,32.4,31.2,31.6,JD,9158700,32.92853455040165,33.498594382366576,-3.287438587978417,,,32.88920234441875,40.00784904171658,18.65190894982308,,33.613445378151255,24.655647382920105,-6.261022927689601,-10.042313117066296,-0.4367241774195497,-0.5103979882228618,34.3596285475148,33.66770537598382
20150707,30.61,30.97,28.13,30.2,JD,24368100,32.155689700267764,32.97339540375447,-6.092772119278451,,,33.17330042915899,37.72966617086405,24.060568945748884,72.50554323725055,31.434184675834974,23.614775725593663,-8.490284005979083,-13.944335113859996,-0.5262971660240259,-0.7165839088358088,34.08187828473593,33.197289164294
