time operation sell_price hold_day buy_price buy_date
20150325 sell 14.91 9 14.6 20150312
20150413 sell 16.54 4 16.81 20150407
20150417 sell 16.93 8 16.81 20150407
20150611 sell 16.48 3 17.29 20150608
20150708 sell 13.19 1 14.65 20150707
20150714 sell 13.87 2 14.86 20150710
20150907 sell 10.89 2 11.57 20150901
20151028 sell 11.27 12 11.23 20151012
20151112 sell 12.4 5 12.07 20151105
20151204 sell 12.12 2 12.51 20151202
20151215 sell 11.92 9 12.51 20151202
20170721 sell 10.89 8 10.25 20170711
20170831 sell 11.28 2 11.67 20170829
20171127 sell 13.93 14 11.92 20171107
20180125 sell 14.2 8 14.2 20180115
