time code operation
20150210 000001.XSHE buy
20150309 000001.XSHE buy
20150312 000001.XSHE buy
20150521 000001.XSHE buy
20150604 000001.XSHE buy
20150619 000001.XSHE buy
20150619 000001.XSHE sell
20150713 000001.XSHE buy
20150921 000016.XSHE buy
20151106 000001.XSHE buy
20151106 000001.XSHE sell
20151117 000001.XSHE buy
20151119 000001.XSHE buy
20151127 000001.XSHE buy
20151127 000001.XSHE sell
20151202 000001.XSHE buy
20151202 000001.XSHE sell
20151221 000001.XSHE buy
20151223 000001.XSHE buy
20160104 000001.XSHE buy
20160104 000001.XSHE sell
20160509 000001.XSHE buy
20160517 000001.XSHE buy
20160523 000001.XSHE buy
20160616 000001.XSHE buy
20160718 000016.XSHE buy
20160720 000016.XSHE buy
20160728 000016.XSHE buy
20160801 000016.XSHE buy
20160808 000016.XSHE buy
20160808 000016.XSHE sell
20160824 000016.XSHE buy
20160912 000001.XSHE buy
20160912 000016.XSHE buy
20160912 000016.XSHE sell
20160926 000001.XSHE buy
20161013 000001.XSHE buy
20161017 000001.XSHE buy
20161102 000016.XSHE buy
20161125 000001.XSHE buy
20161125 000001.XSHE sell
20161201 000001.XSHE buy
20161206 000016.XSHE buy
20161206 000016.XSHE sell
20161209 000001.XSHE buy
20161212 000016.XSHE buy
20161212 000016.XSHE sell
20170214 000016.XSHE buy
20170228 000016.XSHE buy
20170308 000016.XSHE buy
20170317 000016.XSHE buy
20170322 000016.XSHE buy
20170330 000016.XSHE buy
20170419 000001.XSHE buy
20170419 000001.XSHE sell
20170424 000001.XSHE buy
20170424 000016.XSHE buy
20170503 000001.XSHE buy
20170508 000016.XSHE buy
20170517 000001.XSHE buy
20170615 000016.XSHE buy
20170615 000016.XSHE sell
20170628 000001.XSHE buy
20170628 000016.XSHE buy
20170703 000001.XSHE buy
20170707 000001.XSHE buy
20170814 000001.XSHE buy
20170928 000016.XSHE buy
20170929 000001.XSHE buy
20171026 000016.XSHE buy
20171027 000001.XSHE buy
20171107 000001.XSHE buy
20171219 000016.XSHE buy
20171228 000016.XSHE buy
20180104 000016.XSHE buy
20180206 000016.XSHE buy
20180208 000001.XSHE buy
20180227 000001.XSHE buy
20180227 000016.XSHE buy
20180316 000016.XSHE buy
20180326 000016.XSHE buy
20180419 000016.XSHE buy
20180425 000001.XSHE buy
20180426 000016.XSHE buy
20180517 000016.XSHE buy
20180523 000016.XSHE buy
20180824 000001.XSHE buy
20180919 000001.XSHE buy
20181012 000001.XSHE buy
20181016 000001.XSHE buy
20181019 000001.XSHE buy
20181119 000001.XSHE buy
20181120 000016.XSHE buy
20181219 000001.XSHE buy
20190116 000001.XSHE buy
20190124 000001.XSHE buy
20190219 000016.XSHE buy
20190219 000016.XSHE sell
20190222 000016.XSHE buy
20190506 000016.XSHE buy
20190506 000016.XSHE sell
