time operation sell_price hold_day buy_price buy_date
20170717 sell 11.39 5 12.27 20170710
20170731 sell 11.95 4 11.81 20170725
20170814 sell 12.48 8 13.08 20170802
20170911 sell 14.97 10 14.25 20170828
20170925 sell 14.55 20 14.25 20170828
20171016 sell 14.66 4 15.53 20171010
20180112 sell 10.48 4 11.03 20180108
20180131 sell 11.68 9 11.19 20180118
20180316 sell 9.97 4 10.55 20180312
20180419 sell 10.48 13 10.4 20180329
20180515 sell 10.32 5 10.61 20180508
20180802 sell 7.42 6 8.03 20180725
20180830 sell 7.39 6 7.56 20180822
20181008 sell 6.76 27 7.56 20180822
20181112 sell 7.32 12 7.15 20181025
20190128 sell 7.68 14 7.56 20190108
20190313 sell 11.1 21 7.95 20190212
20190327 sell 10.76 31 7.95 20190212
20190415 sell 12.59 8 12.64 20190402
