time operation trade_price
20150105 noo 0
20150106 noo 0
20150107 noo 0
20150108 noo 0
20150109 noo 0
20150112 noo 0
20150113 noo 0
20150114 noo 0
20150115 noo 0
20150116 noo 0
20150119 noo 0
20150120 noo 0
20150121 noo 0
20150122 noo 0
20150123 noo 0
20150126 noo 0
20150127 noo 0
20150128 long 8.44
20150129 noo 8.33
20150130 noo 8.02
20150202 noo 7.86
20150203 noo 7.95
20150204 noo 7.85
20150205 long_sell 7.62
20150206 noo 7.47
20150209 noo 7.68
20150210 noo 7.66
20150211 noo 7.71
20150212 noo 7.73
20150213 noo 7.84
20150216 long 8.19
20150217 noo 8.1
20150225 noo 8.04
20150226 noo 8.11
20150227 noo 8.18
20150302 noo 8.78
20150303 noo 9.16
20150304 noo 9.24
20150305 noo 10.16
20150306 noo 10.98
20150309 noo 10.58
20150310 noo 10.69
20150311 noo 10.94
20150312 noo 10.39
20150313 noo 10.4
20150316 noo 10.68
20150317 noo 11.75
20150318 noo 11.98
20150319 noo 11.73
20150320 noo 11.92
20150323 noo 11.97
20150324 noo 11.71
20150325 noo 12.38
20150326 noo 11.82
20150327 noo 11.83
20150330 noo 11.89
20150331 noo 11.8
20150401 long_sell 11.93
20150402 noo 12.39
20150403 noo 12.19
20150407 noo 12.29
20150408 noo 12.73
20150409 noo 13.11
20150410 noo 13.12
20150413 noo 13.2
20150414 noo 12.76
20150415 noo 11.89
20150416 noo 11.78
20150420 noo 11.44
20150421 noo 11.89
20150422 noo 12.22
20150423 noo 12.32
20150424 noo 12.44
20150427 noo 12.32
20150428 noo 11.66
20150429 noo 12.13
20150430 noo 11.79
20150505 noo 11.13
20150506 noo 10.9
20150507 noo 11.02
20150508 noo 11.29
20150511 noo 11.59
20150512 noo 11.48
20150513 noo 11.6
20150514 noo 11.54
20150515 noo 11.2
20150518 noo 11.14
20150519 noo 11.63
20150520 noo 11.9
20150521 noo 12.12
20150522 long 12.22
20150525 noo 12.52
20150526 noo 12.75
20150527 noo 14.03
20150528 noo 13.46
20150529 noo 12.83
20150601 noo 13.64
20150602 noo 14.35
20150603 noo 13.87
20150604 noo 13.48
20150605 noo 13.68
20150608 noo 13.27
20150609 long_sell 13.39
20150610 noo 13.83
20150611 noo 14.61
20150612 noo 14.27
20150615 noo 13.72
20150616 noo 13.03
20150617 noo 13.35
20150619 noo 11.5
20150623 noo 11.73
20150624 noo 12.05
20150625 noo 11.3
20150626 noo 10.17
20150629 noo 9.15
20150630 noo 9.78
20150701 noo 9.1
20150702 noo 8.39
20150703 noo 8.35
20150706 noo 8.4
20150707 noo 0
20150708 noo 0
20150709 noo 0
20150710 noo 0
20150713 noo 0
20150714 noo 9.24
20150715 noo 8.66
20150716 noo 8.8
20150717 noo 9.34
20150720 noo 9.34
20150721 noo 9.44
20150722 noo 9.34
20150723 noo 9.8
