time operation sell_price hold_day buy_price buy_date
20150206 sell 39.82 7 40.22 20150128
20150305 sell 39.17 5 40.29 20150226
20150416 sell 42.24 11 39.7 20150331
20150824 sell 41.36 5 51.96 20150817
20151023 sell 31.46 10 30.09 20151009
20151221 sell 40.46 6 41.53 20151211
20160302 sell 28.34 11 28.41 20160216
20160330 sell 30.12 11 28.59 20160315
20160616 sell 39.6 12 38.55 20160527
20160711 sell 39.19 7 40.95 20160630
20160729 sell 46.78 21 40.95 20160630
20180927 sell 9.5 7 49.41 20160905
20181205 sell 10.13 14 9.0 20181115
20190116 sell 8.25 2 8.18 20190114
20190313 sell 8.79 19 8.2 20190214
20190426 sell 10.01 16 9.66 20190403
