time operation sell_price hold_day buy_price buy_date
20170907 sell 7.11 11 6.88 20170823
20171019 sell 6.65 3 6.85 20171016
20171101 sell 7.06 12 6.85 20171016
20180111 sell 6.08 6 6.18 20180103
20180202 sell 5.87 12 6.31 20180117
20180316 sell 5.96 11 5.85 20180301
20180418 sell 5.52 5 5.72 20180411
20180529 sell 5.99 32 5.72 20180411
20180802 sell 5.01 5 5.26 20180726
20180821 sell 5.01 18 5.26 20180726
20180904 sell 5.0 3 5.06 20180830
20181009 sell 4.92 5 4.98 20180925
20181029 sell 4.11 19 4.98 20180925
20181123 sell 4.18 6 4.34 20181115
20181224 sell 4.09 4 4.23 20181218
20190122 sell 4.0 4 4.08 20190116
20190304 sell 4.87 13 4.18 20190213
20190422 sell 5.0 1 5.11 20190419
