time operation sell_price hold_day buy_price buy_date
20160614 sell 9.02 5 9.27 20160603
20160726 sell 11.17 26 9.14 20160620
20160825 sell 12.55 16 12.38 20160803
20161011 sell 11.77 7 12.52 20160923
20161226 sell 12.15 28 11.51 20161115
20170208 sell 12.95 14 12.26 20170112
20170427 sell 15.43 8 16.2 20170417
20170616 sell 17.33 16 15.82 20170523
20170707 sell 17.67 31 15.82 20170523
20170926 sell 18.26 23 16.98 20170824
20171129 sell 25.73 25 19.16 20171024
20180315 sell 36.45 6 38.29 20180307
20180418 sell 32.84 5 37.62 20180411
20180521 sell 32.0 7 34.73 20180510
20180627 sell 28.06 11 32.35 20180611
20180801 sell 26.85 3 27.99 20180727
20180907 sell 25.65 8 25.9 20180828
20181008 sell 24.61 6 26.98 20180920
20181112 sell 25.02 9 24.86 20181030
20190327 sell 42.48 50 24.89 20190109
