time code operation
20150306 600221.XSHG long_sell
20150306 600583.XSHG long_sell
20150306 600886.XSHG long_sell
20150306 600900.XSHG long_sell
20150306 600028.XSHG long_sell
20150306 601111.XSHG long_sell
20150306 601225.XSHG long_sell
20150306 000651.XSHE long_sell
20150306 600383.XSHG long_sell
20150306 601992.XSHG long_sell
20150306 601998.XSHG long_sell
20150306 601088.XSHG long_sell
20150309 601009.XSHG long
20150309 002466.XSHE long_sell
20150309 600519.XSHG long_sell
20150309 002673.XSHE long_sell
20150309 000783.XSHE long_sell
20150309 600816.XSHG long_sell
20150309 600018.XSHG long_sell
20150309 600660.XSHG long_sell
20150309 600068.XSHG long_sell
20150309 601668.XSHG long_sell
20150309 000709.XSHE long_sell
20150309 000898.XSHE long_sell
20150309 600031.XSHG long_sell
20150309 600674.XSHG long_sell
20150309 601117.XSHG long_sell
20150309 601186.XSHG long_sell
20150309 600027.XSHG long_sell
20150309 600795.XSHG long_sell
20150309 601898.XSHG long_sell
20150309 601899.XSHG long_sell
20150309 600547.XSHG long_sell
20150309 601919.XSHG long_sell
20150309 600188.XSHG long_sell
20150309 600489.XSHG long_sell
20150310 600436.XSHG long
20150310 601998.XSHG long
20150310 603288.XSHG long
20150310 002271.XSHE long
20150310 002024.XSHE long_sell
20150310 002422.XSHE long_sell
20150310 601618.XSHG long_sell
20150310 601669.XSHG long_sell
20150310 601800.XSHG long_sell
20150310 000768.XSHE long_sell
20150310 002202.XSHE long_sell
20150311 600690.XSHG long
20150311 601888.XSHG long_sell
20150311 002179.XSHE long_sell
20150311 300015.XSHE long_sell
20150311 600535.XSHG long_sell
20150311 300070.XSHE long_sell
20150311 600893.XSHG long_sell
20150311 601808.XSHG long_sell
20150311 000157.XSHE long_sell
20150311 000629.XSHE long_sell
20150311 000661.XSHE long_sell
20150311 600089.XSHG long_sell
20150311 600118.XSHG long_sell
20150311 600372.XSHG long_sell
20150311 601018.XSHG long_sell
20150311 600023.XSHG long_sell
20150311 600085.XSHG long_sell
20150311 600111.XSHG long_sell
20150312 600000.XSHG long
20150312 600011.XSHG long
20150312 600036.XSHG long
20150312 600383.XSHG long
20150312 601166.XSHG long
20150312 601328.XSHG long
20150312 601336.XSHG long
20150312 601398.XSHG long
20150312 601877.XSHG long
20150312 601939.XSHG long
20150312 000001.XSHE long
20150312 000338.XSHE long
20150312 000402.XSHE long
20150312 000858.XSHE long
20150312 000100.XSHE long_sell
20150312 600498.XSHG long_sell
20150312 002008.XSHE long_sell
20150312 002460.XSHE long_sell
20150312 002594.XSHE long_sell
20150312 600271.XSHG long_sell
20150312 600487.XSHG long_sell
20150312 600196.XSHG long_sell
20150312 000725.XSHE long_sell
20150312 002456.XSHE long_sell
20150312 300142.XSHE long_sell
20150312 000538.XSHE long_sell
20150313 600015.XSHG long
20150313 600016.XSHG long
20150313 600104.XSHG long
20150313 600188.XSHG long
20150313 601288.XSHG long
20150313 601818.XSHG long
20150313 601988.XSHG long
20150313 601992.XSHG long
20150313 002146.XSHE long
20150313 600760.XSHG long_sell
20150313 600516.XSHG long_sell
20150313 600362.XSHG long_sell
20150313 002493.XSHE long_sell
20150316 600061.XSHG long
20150316 600066.XSHG long
20150316 600585.XSHG long
20150316 600663.XSHG long
20150316 601006.XSHG long
20150316 601088.XSHG long
20150316 601318.XSHG long
20150316 000333.XSHE long
20150316 002081.XSHE long
20150316 600688.XSHG long_sell
20150316 000553.XSHE long_sell
20150316 600566.XSHG long_sell
20150317 600208.XSHG long
20150317 600489.XSHG long
20150317 601377.XSHG long
20150317 601628.XSHG long
20150317 601688.XSHG long
20150317 601788.XSHG long
20150317 601857.XSHG long
20150317 000651.XSHE long
20150317 000783.XSHE long
20150317 300251.XSHE long_sell
20150317 000876.XSHE long_sell
20150318 600019.XSHG long
20150318 600030.XSHG long
20150318 600048.XSHG long
20150318 600100.XSHG long
20150318 600487.XSHG long
20150318 600547.XSHG long
20150318 600588.XSHG long
20150318 600705.XSHG long
20150318 600837.XSHG long
20150318 600887.XSHG long
20150318 600999.XSHG long
20150318 601390.XSHG long
20150318 601555.XSHG long
20150318 601601.XSHG long
20150318 601633.XSHG long
20150318 601901.XSHG long
20150318 000002.XSHE long
20150318 000776.XSHE long
20150318 002024.XSHE long
20150318 002065.XSHE long
20150318 002415.XSHE long
20150318 600276.XSHG long_sell
20150319 600332.XSHG long
20150319 600340.XSHG long
20150319 600352.XSHG long
20150319 600606.XSHG long
20150319 600998.XSHG long
20150319 002153.XSHE long
20150319 002304.XSHE long
20150319 002475.XSHE long_sell
20150320 000728.XSHE long
20150320 002252.XSHE long
20150323 000069.XSHE long
20150323 002294.XSHE long_sell
20150325 002466.XSHE long
20150325 002142.XSHE long_sell
20150325 601009.XSHG long_sell
20150325 601601.XSHG long_sell
20150325 601628.XSHG long_sell
20150326 002027.XSHE long_sell
20150326 601607.XSHG long_sell
20150326 600436.XSHG long_sell
20150326 601336.XSHG long_sell
20150326 000001.XSHE long_sell
20150327 600867.XSHG long_sell
20150327 600703.XSHG long_sell
20150327 600176.XSHG long_sell
20150327 000425.XSHE long_sell
20150327 600309.XSHG long_sell
20150327 601998.XSHG long_sell
20150327 000963.XSHE long_sell
20150327 600000.XSHG long_sell
20150327 600036.XSHG long_sell
20150327 601328.XSHG long_sell
20150327 600015.XSHG long_sell
20150327 002415.XSHE long_sell
20150327 600606.XSHG long_sell
20150330 600219.XSHG long_sell
20150330 601600.XSHG long_sell
20150330 000627.XSHE long_sell
20150330 601939.XSHG long_sell
20150330 600016.XSHG long_sell
20150330 600104.XSHG long_sell
20150330 601818.XSHG long_sell
20150331 600733.XSHG long
20150331 000768.XSHE long
20150331 002007.XSHE long_sell
20150331 601238.XSHG long_sell
20150331 600115.XSHG long_sell
20150331 000408.XSHE long_sell
20150331 600010.XSHG long_sell
20150331 601727.XSHG long_sell
20150331 600011.XSHG long_sell
20150331 601988.XSHG long_sell
20150331 600663.XSHG long_sell
20150331 601006.XSHG long_sell
20150331 601788.XSHG long_sell
20150331 601555.XSHG long_sell
20150401 601601.XSHG long
20150401 601628.XSHG long
20150401 000703.XSHE long
20150401 600109.XSHG long_sell
20150401 000413.XSHE long_sell
20150401 002468.XSHE long_sell
20150401 002065.XSHE long_sell
20150401 002153.XSHE long_sell
20150402 002475.XSHE long
20150403 002120.XSHE long_sell
20150403 000596.XSHE long_sell
20150403 600547.XSHG long_sell
20150403 600588.XSHG long_sell
20150403 601633.XSHG long_sell
20150407 002625.XSHE long
20150407 601899.XSHG long_sell
20150407 600208.XSHG long_sell
20150407 600019.XSHG long_sell
20150408 600038.XSHG long
20150408 300251.XSHE long
20150408 600415.XSHG long_sell
20150409 601989.XSHG long_sell
20150409 002081.XSHE long_sell
20150409 600038.XSHG long_sell
20150410 300124.XSHE long_sell
20150410 600118.XSHG long_sell
20150410 601390.XSHG long_sell
20150410 002024.XSHE long_sell
20150410 600998.XSHG long_sell
20150410 300251.XSHE long_sell
20150413 600340.XSHG long_sell
20150413 000768.XSHE long_sell
20150414 600010.XSHG long
20150414 300122.XSHE long_sell
20150414 002311.XSHE long_sell
20150414 600690.XSHG long_sell
20150414 600104.XSHG long_sell
20150414 600188.XSHG long_sell
20150414 000333.XSHE long_sell
20150414 600489.XSHG long_sell
20150415 600339.XSHG long_sell
20150415 600066.XSHG long_sell
20150415 600406.XSHG long_sell
20150415 002410.XSHE long_sell
20150415 601877.XSHG long_sell
20150415 601992.XSHG long_sell
20150415 002146.XSHE long_sell
20150415 601688.XSHG long_sell
20150415 000651.XSHE long_sell
20150415 600705.XSHG long_sell
20150415 600332.XSHG long_sell
20150416 002027.XSHE long
20150416 000656.XSHE long_sell
20150416 603288.XSHG long_sell
20150416 000776.XSHE long_sell
20150416 600733.XSHG long_sell
20150417 603993.XSHG long
20150417 600299.XSHG long_sell
20150417 601377.XSHG long_sell
20150417 600061.XSHG long_sell
20150417 000783.XSHE long_sell
20150417 600030.XSHG long_sell
20150417 002466.XSHE long_sell
20150417 601628.XSHG long_sell
20150420 600118.XSHG long
20150420 000768.XSHE long
20150420 600233.XSHG long_sell
20150420 002050.XSHE long_sell
20150420 601012.XSHG long_sell
20150420 600346.XSHG long_sell
20150420 000423.XSHE long_sell
20150420 002271.XSHE long_sell
20150420 601166.XSHG long_sell
20150420 000402.XSHE long_sell
20150420 600487.XSHG long_sell
20150420 600837.XSHG long_sell
20150420 600999.XSHG long_sell
20150420 601901.XSHG long_sell
20150420 600352.XSHG long_sell
20150420 000728.XSHE long_sell
20150420 601601.XSHG long_sell
20150420 002027.XSHE long_sell
20150421 603993.XSHG long
20150421 000415.XSHE long
20150421 600153.XSHG long_sell
20150421 002456.XSHE long_sell
20150421 002352.XSHE long_sell
20150421 600809.XSHG long_sell
20150421 002475.XSHE long_sell
20150422 600038.XSHG long
20150422 600061.XSHG long
20150422 600188.XSHG long
20150422 600482.XSHG long
20150422 601688.XSHG long
20150422 000656.XSHE long
20150422 002415.XSHE long
20150423 600705.XSHG long
20150423 000425.XSHE long
20150423 002001.XSHE long
20150423 002024.XSHE long
20150423 002422.XSHE long
20150423 300059.XSHE long
20150423 300072.XSHE long
20150423 600100.XSHG long_sell
20150423 000728.XSHE long_sell
20150424 600340.XSHG long
20150424 600535.XSHG long
20150424 600588.XSHG long
20150424 601216.XSHG long
20150424 000553.XSHE long
20150424 000625.XSHE long
20150424 000627.XSHE long
20150424 002120.XSHE long
20150424 002311.XSHE long
20150424 000661.XSHE long_sell
20150424 601398.XSHG long_sell
20150427 000656.XSHE long
20150427 002027.XSHE long
20150427 002271.XSHE long
20150427 002410.XSHE long
20150427 002460.XSHE long
20150427 300144.XSHE long
20150427 300251.XSHE long
20150428 600816.XSHG long
20150428 601318.XSHG long_sell
20150429 002456.XSHE long
20150429 300124.XSHE long
20150429 002304.XSHE long_sell
20150429 600085.XSHG long_sell
20150429 000338.XSHE long_sell
20150429 000858.XSHE long_sell
20150429 600585.XSHG long_sell
20150429 000002.XSHE long_sell
20150429 000069.XSHE long_sell
20150429 000656.XSHE long_sell
20150429 002422.XSHE long_sell
20150429 002271.XSHE long_sell
20150430 002153.XSHE long
20150430 600390.XSHG long_sell
20150430 000157.XSHE long_sell
20150430 002714.XSHE long_sell
20150430 601288.XSHG long_sell
20150430 600030.XSHG long_sell
20150430 601901.XSHG long_sell
20150430 601688.XSHG long_sell
20150430 000425.XSHE long_sell
20150430 000553.XSHE long_sell
20150430 002410.XSHE long_sell
20150430 300251.XSHE long_sell
20150504 600352.XSHG long
20150504 600998.XSHG long
20150504 002146.XSHE long
20150504 600588.XSHG long_sell
20150504 600887.XSHG long_sell
20150504 002252.XSHE long_sell
20150504 600010.XSHG long_sell
20150504 300072.XSHE long_sell
20150504 600340.XSHG long_sell
20150504 600535.XSHG long_sell
20150505 601336.XSHG long
20150505 601012.XSHG long_sell
20150505 600188.XSHG long_sell
20150505 601006.XSHG long_sell
20150505 601088.XSHG long_sell
20150505 603993.XSHG long_sell
20150505 600061.XSHG long_sell
20150505 002415.XSHE long_sell
20150505 002024.XSHE long_sell
20150505 002311.XSHE long_sell
20150505 002460.XSHE long_sell
20150506 600703.XSHG long
20150506 002475.XSHE long
20150506 300003.XSHE long
20150506 002146.XSHE long_sell
20150506 601857.XSHG long_sell
20150506 000703.XSHE long_sell
20150506 600482.XSHG long_sell
20150506 600705.XSHG long_sell
20150506 002001.XSHE long_sell
20150506 600816.XSHG long_sell
20150507 300136.XSHE long
20150507 601018.XSHG long_sell
20150507 000415.XSHE long_sell
20150507 000625.XSHE long_sell
20150507 002120.XSHE long_sell
20150507 600998.XSHG long_sell
20150508 601628.XSHG long
20150508 002508.XSHE long
20150508 601919.XSHG long_sell
20150508 600489.XSHG long_sell
20150508 600048.XSHG long_sell
20150511 002236.XSHE long
20150511 002252.XSHE long
20150511 601669.XSHG long_sell
20150511 000768.XSHE long_sell
20150511 000627.XSHE long_sell
20150511 600352.XSHG long_sell
20150512 600109.XSHG long
20150512 600299.XSHG long
20150512 600352.XSHG long
20150512 600570.XSHG long
20150512 600704.XSHG long
20150512 600837.XSHG long
20150512 600998.XSHG long
20150512 601009.XSHG long
20150512 601360.XSHG long
20150512 002032.XSHE long
20150512 002241.XSHE long
20150512 002310.XSHE long
20150512 002311.XSHE long
20150512 002475.XSHE long
20150512 300003.XSHE long
20150512 300251.XSHE long
20150512 002714.XSHE long_sell
20150513 600061.XSHG long
20150513 600566.XSHG long
20150513 600588.XSHG long
20150513 600663.XSHG long
20150513 600816.XSHG long
20150513 600887.XSHG long
20150513 601018.XSHG long
20150513 601607.XSHG long
20150513 603288.XSHG long
20150513 000402.XSHE long
20150513 000961.XSHE long
20150513 002001.XSHE long
20150513 002352.XSHE long
20150513 002493.XSHE long
20150513 300015.XSHE long
