time code operation
20150105 600029.XSHG long
20150105 600066.XSHG long
20150105 600276.XSHG long
20150105 600741.XSHG long
20150105 000423.XSHE long
20150105 000651.XSHE long
20150105 000671.XSHE long
20150105 002415.XSHE long
20150106 600085.XSHG long
20150106 600104.XSHG long
20150106 600436.XSHG long
20150106 600438.XSHG long
20150106 600547.XSHG long
20150106 600660.XSHG long
20150106 600690.XSHG long
20150106 600703.XSHG long
20150106 603993.XSHG long
20150106 000625.XSHE long
20150106 002001.XSHE long
20150106 002081.XSHE long
20150106 002508.XSHE long
20150106 300015.XSHE long
20150107 600196.XSHG long
20150107 600398.XSHG long
20150107 600535.XSHG long
20150107 601225.XSHG long
20150107 000553.XSHE long
20150107 000963.XSHE long
20150107 002294.XSHE long
20150107 002422.XSHE long
20150107 002594.XSHE long
20150107 002601.XSHE long
20150108 600115.XSHG long
20150108 600498.XSHG long
20150108 600893.XSHG long
20150108 603288.XSHG long
20150108 002032.XSHE long
20150108 002236.XSHE long
20150108 002241.XSHE long
20150108 002468.XSHE long
20150108 002475.XSHE long
20150109 600038.XSHG long
20150109 600233.XSHG long
20150109 600346.XSHG long
20150109 600588.XSHG long
20150109 600867.XSHG long
20150109 601877.XSHG long
20150109 000661.XSHE long
20150109 002714.XSHE long
20150109 300059.XSHE long
20150112 002007.XSHE long
20150112 300124.XSHE long
20150112 300251.XSHE long
20150112 000671.XSHE long_sell
20150113 002065.XSHE long
20150113 002466.XSHE long
20150113 300033.XSHE long
20150113 300122.XSHE long
20150113 000553.XSHE long_sell
20150113 600038.XSHG long_sell
20150113 600867.XSHG long_sell
20150114 600566.XSHG long
20150114 600570.XSHG long
20150114 600867.XSHG long
20150114 002008.XSHE long
20150114 002252.XSHE long
20150114 002410.XSHE long
20150114 002456.XSHE long
20150114 601225.XSHG long_sell
20150114 601877.XSHG long_sell
20150115 600177.XSHG long
20150115 600406.XSHG long
20150115 002153.XSHE long
20150115 002179.XSHE long
20150115 000423.XSHE long_sell
20150115 600436.XSHG long_sell
20150115 603993.XSHG long_sell
20150115 002601.XSHE long_sell
20150115 002468.XSHE long_sell
20150115 600233.XSHG long_sell
20150115 002252.XSHE long_sell
20150116 600100.XSHG long
20150116 600516.XSHG long
20150116 601877.XSHG long
20150116 002027.XSHE long
20150116 002230.XSHE long
20150116 002460.XSHE long
20150116 002555.XSHE long
20150116 300142.XSHE long
20150116 600029.XSHG long_sell
20150116 600196.XSHG long_sell
20150116 600115.XSHG long_sell
20150116 300251.XSHE long_sell
20150119 600482.XSHG long
20150119 600487.XSHG long
20150119 002120.XSHE long
20150119 600276.XSHG long_sell
20150119 600085.XSHG long_sell
20150119 600547.XSHG long_sell
20150119 002032.XSHE long_sell
20150120 600637.XSHG long
20150120 600998.XSHG long
20150120 000876.XSHE long
20150120 002310.XSHE long
20150120 002352.XSHE long
20150120 002624.XSHE long
20150120 300070.XSHE long
20150120 600066.XSHG long_sell
20150120 600741.XSHG long_sell
20150120 600104.XSHG long_sell
20150120 002508.XSHE long_sell
20150120 600535.XSHG long_sell
20150120 002594.XSHE long_sell
20150120 600893.XSHG long_sell
20150121 600038.XSHG long
20150121 600170.XSHG long
20150121 600233.XSHG long
20150121 600705.XSHG long
20150121 601360.XSHG long
20150121 603993.XSHG long
20150121 000703.XSHE long
20150121 300003.XSHE long
20150121 002001.XSHE long_sell
20150122 600118.XSHG long
20150122 600297.XSHG long
20150122 600299.XSHG long
20150122 600372.XSHG long
20150122 600390.XSHG long
20150122 600760.XSHG long
20150122 000553.XSHE long
20150122 002024.XSHE long
20150122 002468.XSHE long
20150122 300024.XSHE long
20150122 300072.XSHE long
20150122 300251.XSHE long
20150122 300296.XSHE long
20150122 000651.XSHE long_sell
20150122 600690.XSHG long_sell
20150123 600010.XSHG long
20150123 600415.XSHG long
20150123 601992.XSHG long
20150123 600703.XSHG long_sell
20150123 000625.XSHE long_sell
20150123 002422.XSHE long_sell
20150126 600004.XSHG long
20150126 600009.XSHG long
20150126 600176.XSHG long
20150126 600177.XSHG long
20150126 600219.XSHG long
20150126 600339.XSHG long
20150126 600816.XSHG long
20150126 601607.XSHG long
20150126 601933.XSHG long
20150126 000671.XSHE long
20150126 000786.XSHE long
20150126 002024.XSHE long
20150126 002714.XSHE long_sell
20150127 600016.XSHG long
20150127 600018.XSHG long
20150127 600111.XSHG long
20150127 600188.XSHG long
20150127 600663.XSHG long
20150127 600674.XSHG long
20150127 601018.XSHG long
20150127 601398.XSHG long
20150127 601989.XSHG long
20150127 000002.XSHE long
20150127 000858.XSHE long
20150128 600153.XSHG long
20150128 600733.XSHG long
20150128 000413.XSHE long
20150128 000625.XSHE long_sell
20150128 000963.XSHE long_sell
20150128 600588.XSHG long_sell
20150128 300124.XSHE long_sell
20150128 300033.XSHE long_sell
20150128 600570.XSHG long_sell
20150128 601398.XSHG long_sell
20150129 600068.XSHG long
20150129 002415.XSHE long_sell
20150129 002294.XSHE long_sell
20150129 002236.XSHE long_sell
20150129 300142.XSHE long_sell
20150129 600487.XSHG long_sell
20150129 600219.XSHG long_sell
20150129 600674.XSHG long_sell
20150130 601390.XSHG long
20150130 300015.XSHE long_sell
20150130 002241.XSHE long_sell
20150130 300059.XSHE long_sell
20150130 600998.XSHG long_sell
20150130 300070.XSHE long_sell
20150130 000703.XSHE long_sell
20150130 600372.XSHG long_sell
20150202 002050.XSHE long
20150202 600741.XSHG long_sell
20150202 600660.XSHG long_sell
20150202 002081.XSHE long_sell
20150202 600498.XSHG long_sell
20150202 603288.XSHG long_sell
20150202 000661.XSHE long_sell
20150202 002007.XSHE long_sell
20150202 002065.XSHE long_sell
20150202 600566.XSHG long_sell
20150202 002008.XSHE long_sell
20150202 002456.XSHE long_sell
20150202 600406.XSHG long_sell
20150202 002153.XSHE long_sell
20150202 600516.XSHG long_sell
20150202 002120.XSHE long_sell
20150202 601360.XSHG long_sell
20150202 600118.XSHG long_sell
20150202 300024.XSHE long_sell
20150202 601992.XSHG long_sell
20150202 600004.XSHG long_sell
20150202 601607.XSHG long_sell
20150202 600016.XSHG long_sell
20150202 600188.XSHG long_sell
20150202 600663.XSHG long_sell
20150202 000002.XSHE long_sell
20150202 000858.XSHE long_sell
20150203 002475.XSHE long_sell
20150203 600867.XSHG long_sell
20150203 600100.XSHG long_sell
20150203 002230.XSHE long_sell
20150203 600482.XSHG long_sell
20150203 600637.XSHG long_sell
20150203 000876.XSHE long_sell
20150203 002352.XSHE long_sell
20150203 002624.XSHE long_sell
20150203 600038.XSHG long_sell
20150203 600705.XSHG long_sell
20150203 300003.XSHE long_sell
20150203 600390.XSHG long_sell
20150203 600760.XSHG long_sell
20150203 300251.XSHE long_sell
20150203 600415.XSHG long_sell
20150203 600009.XSHG long_sell
20150203 600816.XSHG long_sell
20150203 601933.XSHG long_sell
20150203 000786.XSHE long_sell
20150203 600111.XSHG long_sell
20150203 601018.XSHG long_sell
20150203 601989.XSHG long_sell
20150203 600153.XSHG long_sell
20150204 601888.XSHG long
20150204 300033.XSHE long
20150204 600398.XSHG long_sell
20150204 600346.XSHG long_sell
20150204 600170.XSHG long_sell
20150204 600233.XSHG long_sell
20150204 600297.XSHG long_sell
20150204 600176.XSHG long_sell
20150204 600339.XSHG long_sell
20150204 600018.XSHG long_sell
20150204 600068.XSHG long_sell
20150205 000625.XSHE long
20150205 300122.XSHE long_sell
20150205 600177.XSHG long_sell
20150205 002460.XSHE long_sell
20150205 002468.XSHE long_sell
20150205 000413.XSHE long_sell
20150206 600999.XSHG long
20150206 002304.XSHE long
20150206 000553.XSHE long_sell
20150206 600733.XSHG long_sell
20150209 600019.XSHG long
20150209 002179.XSHE long_sell
20150209 603993.XSHG long_sell
20150209 600299.XSHG long_sell
20150209 600010.XSHG long_sell
20150209 002050.XSHE long_sell
20150210 600066.XSHG long
20150210 601555.XSHG long
20150210 300296.XSHE long_sell
20150210 000671.XSHE long_sell
20150211 600030.XSHG long
20150211 600109.XSHG long
20150211 600369.XSHG long
20150211 600519.XSHG long
20150211 600837.XSHG long
20150211 601377.XSHG long
20150211 000728.XSHE long
20150211 000786.XSHE long
20150211 002673.XSHE long
20150211 002410.XSHE long_sell
20150211 002555.XSHE long_sell
20150211 002310.XSHE long_sell
20150211 300072.XSHE long_sell
20150212 600887.XSHG long
20150212 601628.XSHG long
20150212 601688.XSHG long
20150212 601901.XSHG long
20150212 601933.XSHG long
20150212 000100.XSHE long
20150212 000568.XSHE long
20150212 000776.XSHE long
20150212 000783.XSHE long
20150212 002050.XSHE long
20150212 002415.XSHE long
20150212 601877.XSHG long_sell
20150213 600050.XSHG long
20150213 600061.XSHG long
20150213 600415.XSHG long
20150213 600816.XSHG long
20150213 601607.XSHG long
20150213 601788.XSHG long
20150213 000333.XSHE long
20150213 002142.XSHE long
20150213 002179.XSHE long
20150213 002624.XSHE long
20150216 600009.XSHG long
20150216 600018.XSHG long
20150216 600233.XSHG long
20150216 600352.XSHG long
20150216 600498.XSHG long
20150216 600660.XSHG long
20150216 600688.XSHG long
20150216 600690.XSHG long
20150216 601012.XSHG long
20150216 601238.XSHG long
20150216 000063.XSHE long
20150216 000413.XSHE long
20150216 000895.XSHE long
20150216 002008.XSHE long
20150216 002032.XSHE long
20150216 002120.XSHE long
20150216 002236.XSHE long
20150216 002460.XSHE long
20150216 002475.XSHE long
20150216 002508.XSHE long
20150216 002594.XSHE long
20150216 300015.XSHE long
20150216 300251.XSHE long
20150216 300296.XSHE long
20150216 601390.XSHG long_sell
20150217 600068.XSHG long
20150217 600104.XSHG long
20150217 600153.XSHG long
20150217 600271.XSHG long
20150217 600297.XSHG long
20150217 600332.XSHG long
20150217 600340.XSHG long
20150217 600390.XSHG long
20150217 600487.XSHG long
20150217 600705.XSHG long
20150217 600741.XSHG long
20150217 600867.XSHG long
20150217 000876.XSHE long
20150217 000961.XSHE long
20150217 002241.XSHE long
20150217 600999.XSHG long_sell
20150217 002304.XSHE long_sell
20150217 000786.XSHE long_sell
20150225 600115.XSHG long
20150225 600196.XSHG long
20150225 600535.XSHG long
20150225 600585.XSHG long
20150225 600703.XSHG long
20150225 601006.XSHG long
20150225 601009.XSHG long
20150225 601668.XSHG long
20150225 000001.XSHE long
20150225 000338.XSHE long
20150225 000630.XSHE long
20150225 000709.XSHE long
20150225 000725.XSHE long
20150225 000898.XSHE long
20150225 002271.XSHE long
20150225 002422.XSHE long
20150225 002456.XSHE long
20150225 002468.XSHE long
20150225 300024.XSHE long
20150225 300070.XSHE long
20150225 300122.XSHE long
20150226 600004.XSHG long
20150226 600015.XSHG long
20150226 600029.XSHG long
20150226 600031.XSHG long
20150226 600176.XSHG long
20150226 600221.XSHG long
20150226 600339.XSHG long
20150226 600406.XSHG long
20150226 600516.XSHG long
20150226 600583.XSHG long
20150226 600674.XSHG long
20150226 600733.XSHG long
20150226 600760.XSHG long
20150226 600886.XSHG long
20150226 600893.XSHG long
20150226 600900.XSHG long
20150226 601117.XSHG long
20150226 601169.XSHG long
20150226 601601.XSHG long
20150226 601618.XSHG long
20150226 601669.XSHG long
20150226 601800.XSHG long
20150226 601808.XSHG long
20150226 601989.XSHG long
20150226 000157.XSHE long
20150226 000402.XSHE long
20150226 000408.XSHE long
20150226 000425.XSHE long
20150226 000553.XSHE long
20150226 000629.XSHE long
20150226 000661.XSHE long
20150226 000768.XSHE long
20150226 002007.XSHE long
20150226 002294.XSHE long
20150226 002311.XSHE long
20150226 002714.XSHE long
20150226 300124.XSHE long
20150226 300142.XSHE long
20150226 600837.XSHG long_sell
20150226 601688.XSHG long_sell
20150227 600000.XSHG long
20150227 600028.XSHG long
20150227 600089.XSHG long
20150227 600118.XSHG long
20150227 600219.XSHG long
20150227 600309.XSHG long
20150227 600346.XSHG long
20150227 600362.XSHG long
20150227 600372.XSHG long
20150227 600663.XSHG long
20150227 601018.XSHG long
20150227 601111.XSHG long
20150227 601186.XSHG long
20150227 601225.XSHG long
20150227 601318.XSHG long
20150227 601398.XSHG long
20150227 000423.XSHE long
20150227 000651.XSHE long
20150227 002202.XSHE long
20150227 002493.XSHE long
20150227 000858.XSHE long_sell
20150227 600030.XSHG long_sell
20150227 600369.XSHG long_sell
20150227 601628.XSHG long_sell
20150227 601788.XSHG long_sell
20150302 600010.XSHG long
20150302 600023.XSHG long
20150302 600027.XSHG long
20150302 600048.XSHG long
20150302 600085.XSHG long
20150302 600208.XSHG long
20150302 600383.XSHG long
20150302 600566.XSHG long
20150302 600705.XSHG long
20150302 600795.XSHG long
20150302 601600.XSHG long
20150302 601766.XSHG long
20150302 601898.XSHG long
20150302 601899.XSHG long
20150302 601992.XSHG long
20150302 601998.XSHG long
20150302 000538.XSHE long
20150302 000627.XSHE long
20150302 000656.XSHE long
20150302 000963.XSHE long
20150302 002352.XSHE long
20150302 002153.XSHE long_sell
20150302 000895.XSHE long_sell
20150303 600111.XSHG long
20150303 600547.XSHG long
20150303 601919.XSHG long
20150303 603288.XSHG long_sell
20150303 000625.XSHE long_sell
20150303 000728.XSHE long_sell
20150303 600887.XSHG long_sell
20150303 002415.XSHE long_sell
20150303 600352.XSHG long_sell
20150303 002236.XSHE long_sell
20150303 600705.XSHG long_sell
20150303 002271.XSHE long_sell
20150303 600015.XSHG long_sell
20150303 600000.XSHG long_sell
20150303 601318.XSHG long_sell
20150303 600208.XSHG long_sell
20150304 600188.XSHG long
20150304 600208.XSHG long
20150304 600489.XSHG long
20150304 600809.XSHG long
20150304 601088.XSHG long
20150304 601727.XSHG long
20150304 601933.XSHG long_sell
20150304 600061.XSHG long_sell
20150304 600340.XSHG long_sell
20150304 000001.XSHE long_sell
20150304 601766.XSHG long_sell
20150305 600276.XSHG long
20150305 000596.XSHE long
20150305 002410.XSHE long
20150305 002081.XSHE long_sell
20150305 601901.XSHG long_sell
20150305 000568.XSHE long_sell
20150305 000333.XSHE long_sell
20150305 002142.XSHE long_sell
20150305 600009.XSHG long_sell
20150305 600690.XSHG long_sell
20150305 002032.XSHE long_sell
20150305 002508.XSHE long_sell
20150305 600332.XSHG long_sell
20150305 002241.XSHE long_sell
20150305 600585.XSHG long_sell
20150305 601006.XSHG long_sell
20150305 601009.XSHG long_sell
20150305 000338.XSHE long_sell
20150305 600733.XSHG long_sell
20150305 601169.XSHG long_sell
20150305 601601.XSHG long_sell
20150305 000402.XSHE long_sell
20150305 601398.XSHG long_sell
20150305 600048.XSHG long_sell
20150306 000786.XSHE long
20150306 600637.XSHG long_sell
20150306 600004.XSHG long_sell
20150306 600663.XSHG long_sell
20150306 601989.XSHG long_sell
20150306 300033.XSHE long_sell
20150306 600019.XSHG long_sell
20150306 600066.XSHG long_sell
20150306 601555.XSHG long_sell
20150306 000776.XSHE long_sell
20150306 600050.XSHG long_sell
20150306 000063.XSHE long_sell
20150306 300296.XSHE long_sell
20150306 600104.XSHG long_sell
20150306 600153.XSHG long_sell
20150306 600741.XSHG long_sell
20150306 000961.XSHE long_sell
20150306 600115.XSHG long_sell
20150306 300024.XSHE long_sell
20150306 600029.XSHG long_sell
