time operation sell_price hold_day buy_price buy_date
20170303 sell 17.37 19 15.97 20170206
20170522 sell 15.05 5 15.99 20170515
20170614 sell 15.26 8 15.88 20170602
20170705 sell 15.75 7 15.89 20170626
20170726 sell 15.71 11 15.81 20170711
20170907 sell 15.47 9 15.56 20170825
20171106 sell 14.43 3 14.87 20171101
20171122 sell 15.02 7 15.06 20171113
20180208 sell 16.15 23 14.05 20180108
20180305 sell 15.02 35 14.05 20180108
20180418 sell 14.37 5 14.95 20180411
20180802 sell 11.92 7 12.45 20180724
20180903 sell 11.76 5 12.22 20180827
20181011 sell 11.0 7 12.11 20180925
20181109 sell 11.42 10 11.82 20181026
20181123 sell 11.28 4 12.04 20181119
20190313 sell 13.09 39 10.77 20190110
20190425 sell 13.89 14 13.7 20190404
