time operation sell_price hold_day buy_price buy_date
20151023 sell 101.3 11 163.0 20150922
20151118 sell 99.69 7 101.21 20151109
20151230 sell 121.51 16 107.0 20151208
20160223 sell 80.3 49 107.0 20151208
20160711 sell 74.55 3 75.97 20160706
20160829 sell 73.16 7 73.7 20160818
20161101 sell 66.8 5 67.61 20161025
20170209 sell 55.96 8 56.58 20170123
20170314 sell 57.38 9 58.35 20170301
20170405 sell 56.7 23 58.35 20170301
20170525 sell 55.56 9 53.28 20170512
20181220 sell 23.03 7 23.95 20181211
20190129 sell 21.32 6 22.3 20190121
20190312 sell 23.46 11 21.33 20190222
20190429 sell 21.33 12 22.1 20190411
