time operation sell_price hold_day buy_price buy_date
20160725 sell 39.1 14 36.98 20160705
20160826 sell 37.98 6 37.8 20160818
20161020 sell 36.4 3 36.1 20161017
20161118 sell 33.2 19 36.28 20161024
20161209 sell 34.39 8 34.24 20161129
20170113 sell 34.88 8 35.45 20170103
20170713 sell 23.39 4 23.89 20170707
20170821 sell 21.52 8 21.72 20170809
20171109 sell 25.3 20 22.84 20171012
20180119 sell 25.96 11 24.62 20180104
20180413 sell 21.04 4 21.54 20180409
20180601 sell 23.97 18 21.39 20180508
20180719 sell 22.3 7 23.12 20180710
20181022 sell 24.2 24 21.93 20180910
20181102 sell 24.9 33 21.93 20180910
20181121 sell 24.16 3 24.9 20181116
20181213 sell 25.54 10 25.35 20181129
20190121 sell 27.51 16 26.14 20181226
20190411 sell 40.29 7 43.0 20190401
20190506 sell 37.75 5 42.08 20190424
