time operation sell_price hold_day buy_price buy_date
20170228 sell 10.4 15 9.51 20170207
20170522 sell 9.03 5 9.33 20170515
20170613 sell 9.28 7 9.6 20170602
20170705 sell 9.23 4 9.36 20170629
20170726 sell 9.46 8 9.38 20170714
20170906 sell 8.74 5 8.8 20170830
20171218 sell 7.68 5 8.02 20171211
20180201 sell 7.87 16 7.62 20180110
20180209 sell 7.45 22 7.62 20180110
20180316 sell 7.42 2 7.5 20180314
20180530 sell 7.13 14 7.25 20180510
20180802 sell 6.14 59 7.25 20180510
20180911 sell 6.22 11 6.31 20180827
20181010 sell 6.32 26 6.31 20180827
20181109 sell 6.39 11 6.48 20181025
20190116 sell 6.05 4 6.02 20190110
20190415 sell 7.26 7 7.25 20190403
