time operation sell_price hold_day buy_price buy_date
20170523 sell 22.81 7 23.16 20170512
20170615 sell 24.3 22 23.16 20170512
20170906 sell 18.72 6 19.03 20170829
20180209 sell 14.96 25 14.86 20180105
20180528 sell 15.66 22 15.09 20180424
20180620 sell 15.62 8 15.88 20180607
20180717 sell 10.58 2 15.71 20180713
20180816 sell 11.05 4 11.37 20180810
20180911 sell 11.58 22 11.37 20180810
20181010 sell 11.64 37 11.37 20180810
20181107 sell 12.08 57 11.37 20180810
20181221 sell 11.22 10 11.55 20181207
20190125 sell 11.18 7 11.19 20190116
20190220 sell 11.5 9 11.51 20190131
20190426 sell 12.24 16 12.34 20190403
