time operation sell_price hold_day buy_price buy_date
20170314 sell 23.2 21 21.61 20170213
20170406 sell 24.49 7 23.88 20170324
20170523 sell 19.46 6 21.17 20170515
20170628 sell 18.66 6 19.23 20170620
20170711 sell 18.28 15 19.23 20170620
20170810 sell 17.82 7 17.96 20170801
20170824 sell 17.42 4 18.07 20170818
20170907 sell 17.82 5 18.03 20170831
20171019 sell 17.16 5 17.68 20171012
20171030 sell 16.82 1 17.46 20171027
20171221 sell 15.26 8 15.41 20171211
20180112 sell 15.12 8 15.59 20180102
20180202 sell 16.64 9 16.14 20180122
20180313 sell 17.19 11 16.87 20180226
20180530 sell 16.66 16 16.29 20180508
20180801 sell 14.9 4 15.66 20180726
20181010 sell 12.0 3 13.07 20180928
20181123 sell 13.58 17 12.1 20181031
20181206 sell 13.35 26 12.1 20181031
20181220 sell 14.14 6 14.54 20181212
20190103 sell 13.67 14 14.54 20181212
20190124 sell 15.38 11 14.79 20190109
