time operation sell_price hold_day buy_price buy_date
20150311 sell 3.16 9 3.15 20150226
20150625 sell 6.01 11 5.97 20150609
20150728 sell 3.67 34 5.97 20150609
20150825 sell 3.65 12 4.07 20150807
20151023 sell 3.15 7 3.21 20151014
20151118 sell 3.19 7 3.31 20151109
20151230 sell 3.77 37 3.31 20151109
20160311 sell 3.18 14 2.95 20160222
20160329 sell 3.09 5 3.34 20160322
20160420 sell 3.06 5 3.31 20160413
20160927 sell 2.37 4 2.57 20160921
20161020 sell 2.51 8 2.53 20161010
20161124 sell 2.69 9 2.71 20161111
20170223 sell 2.45 8 2.44 20170213
20181015 sell 3.72 38 2.69 20170410
20181113 sell 3.97 6 4.05 20181105
20190128 sell 3.28 10 3.3 20190114
20190313 sell 3.63 19 3.34 20190214
20190328 sell 3.49 4 3.75 20190322
20190415 sell 3.74 6 3.86 20190404
