time code operation
20150106 000016.XSHE long
20150113 000016.XSHE long_sell
20151111 000016.XSHE long
20151113 000016.XSHE long_sell
20151223 000016.XSHE long
20151224 000016.XSHE long_sell
20160222 000016.XSHE long
20160229 000016.XSHE long_sell
20160602 000016.XSHE long
20160607 000016.XSHE long_sell
20160623 000016.XSHE long
20160629 000016.XSHE long_sell
20161019 000016.XSHE long
20161021 000016.XSHE long_sell
20161111 000016.XSHE long
20161125 000016.XSHE long_sell
20170210 000016.XSHE long
20170217 000016.XSHE long_sell
20170412 000016.XSHE long
20170419 000016.XSHE long_sell
20170503 000016.XSHE long
20170508 000016.XSHE long_sell
20170525 000016.XSHE long
20170612 000016.XSHE long_sell
20171031 000016.XSHE long
20171116 000016.XSHE long_sell
20180105 000016.XSHE long
20180129 000016.XSHE long_sell
20180312 000016.XSHE long
20180315 000016.XSHE long_sell
20180713 000016.XSHE long
20180716 000016.XSHE long_sell
20180727 000016.XSHE long
20180730 000016.XSHE long_sell
20180921 000016.XSHE long
20181008 000016.XSHE long_sell
20181113 000016.XSHE long
20181122 000016.XSHE long_sell
20190117 000016.XSHE long
20190122 000016.XSHE long_sell
20190213 000016.XSHE long
20190312 000016.XSHE long_sell
