time operation sell_price hold_day buy_price buy_date
20160223 sell 137.52 5 139.05 20160216
20160412 sell 122.39 3 131.0 20160407
20160511 sell 116.98 2 128.89 20160509
20160512 sell 114.69 3 128.89 20160509
20160608 sell 121.25 5 122.79 20160601
20161228 sell 59.78 2 61.95 20161226
20170821 sell 43.87 2 44.97 20170817
20170906 sell 43.05 2 43.99 20170904
20171116 sell 41.59 4 43.92 20171110
20180308 sell 33.37 3 32.64 20180305
20180905 sell 19.76 1 20.02 20180904
20181120 sell 20.04 7 20.39 20181109
20190104 sell 19.64 2 19.8 20190102
20190128 sell 19.46 3 19.84 20190123
20190220 sell 19.92 5 20.25 20190213
