time operation sell_price hold_day buy_price buy_date
20150123 sell 10.59 3 10.82 20150120
20150312 sell 11.45 11 10.81 20150225
20150818 sell 10.99 8 11.14 20150806
20150819 sell 10.99 9 11.14 20150806
20150820 sell 10.36 10 11.14 20150806
20151030 sell 10.79 17 8.07 20150930
20160225 sell 9.02 5 9.72 20160218
20160310 sell 9.11 5 9.92 20160303
20160328 sell 9.91 6 9.8 20160318
20160613 sell 8.43 5 9.26 20160602
20160922 sell 11.26 4 10.88 20160914
20160923 sell 10.81 5 10.88 20160914
20161020 sell 11.01 7 11.13 20161011
20170215 sell 9.04 3 9.19 20170210
20170424 sell 8.94 1 9.36 20170421
20171220 sell 25.3 2 25.88 20171218
20180305 sell 26.71 2 30.63 20180301
20180516 sell 30.75 10 28.19 20180502
20180730 sell 24.99 8 24.93 20180718
20181109 sell 19.54 1 19.81 20181108
20181114 sell 19.75 1 19.98 20181113
20190128 sell 18.92 5 19.47 20190121
20190412 sell 27.04 8 23.36 20190401
