time operation sell_price hold_day buy_price buy_date
20170227 sell 10.05 11 9.78 20170210
20170307 sell 10.33 17 9.78 20170210
20170609 sell 9.38 5 9.6 20170602
20170704 sell 9.19 7 9.23 20170623
20170705 sell 9.23 8 9.23 20170623
20171214 sell 7.83 2 7.93 20171212
20180126 sell 8.16 8 7.72 20180116
20180515 sell 7.25 2 7.22 20180511
20180727 sell 6.33 1 6.34 20180726
20180903 sell 6.27 4 6.29 20180828
20181008 sell 6.3 8 6.3 20180918
20181029 sell 6.33 2 6.48 20181025
20181107 sell 6.45 9 6.48 20181025
20181108 sell 6.47 10 6.48 20181025
20190221 sell 6.33 18 6.1 20190121
20190411 sell 7.23 6 7.22 20190402
20190412 sell 7.22 7 7.22 20190402
