time operation sell_price hold_day buy_price buy_date
20150202 sell 9.32 1 9.68 20150130
20150203 sell 9.46 2 9.68 20150130
20150303 sell 9.88 5 10.07 20150217
20150616 sell 21.97 20 16.64 20150519
20160823 sell 12.08 5 12.22 20160816
20160824 sell 11.89 6 12.22 20160816
20161206 sell 11.52 10 11.17 20161122
20161207 sell 11.61 11 11.17 20161122
20161208 sell 11.44 12 11.17 20161122
20161209 sell 11.3 13 11.17 20161122
20170227 sell 11.06 11 10.83 20170210
20170331 sell 10.97 5 11.28 20170324
20170704 sell 12.47 15 11.82 20170613
20170705 sell 12.68 16 11.82 20170613
20171027 sell 11.82 3 12.1 20171024
20171129 sell 11.56 2 11.84 20171127
20180115 sell 11.55 8 11.4 20180103
20180228 sell 12.28 4 12.78 20180222
20180315 sell 12.54 3 12.76 20180312
20180524 sell 11.2 11 11.22 20180509
20180528 sell 11.17 13 11.22 20180509
20180529 sell 10.94 14 11.22 20180509
20181008 sell 7.89 3 8.15 20180926
20181109 sell 7.48 1 7.65 20181108
20190125 sell 7.35 7 7.32 20190116
