time operation sell_price hold_day buy_price buy_date
20150128 sell 10.1 3 10.05 20150123
20150518 sell 16.6 4 16.95 20150512
20150818 sell 15.14 3 16.47 20150813
20150819 sell 15.48 4 16.47 20150813
20150820 sell 15.48 5 16.47 20150813
20151019 sell 14.39 5 14.6 20151012
20160225 sell 10.88 2 12.13 20160223
20160226 sell 10.88 3 12.13 20160223
20160329 sell 12.0 7 11.86 20160318
20160623 sell 14.61 10 12.18 20160607
20160905 sell 12.78 1 12.83 20160902
20161021 sell 12.95 6 12.78 20161013
20170215 sell 11.62 3 11.72 20170210
20171208 sell 49.91 22 10.64 20171108
20180209 sell 51.45 6 50.03 20180201
20180911 sell 27.69 6 25.53 20180903
20181122 sell 23.62 6 23.13 20181114
20190306 sell 27.02 15 23.06 20190213
20190408 sell 25.68 1 26.5 20190404
