time operation sell_price hold_day buy_price buy_date
20150430 sell 43.05 16 16.72 20150408
20151029 sell 46.09 14 38.0 20151009
20160301 sell 43.69 9 41.22 20160217
20160302 sell 46.21 10 41.22 20160217
20160707 sell 43.27 6 42.81 20160629
20160826 sell 42.65 4 44.25 20160822
20161017 sell 43.29 1 43.65 20161014
20161021 sell 43.54 1 44.29 20161020
20161121 sell 45.44 6 45.2 20161111
20170213 sell 36.9 4 37.56 20170207
20170301 sell 36.79 2 35.99 20170227
20170313 sell 36.07 5 36.68 20170306
20171130 sell 35.9 3 38.3 20171127
20180315 sell 26.04 11 24.78 20180228
20180411 sell 26.59 5 27.78 20180402
20180905 sell 9.29 3 9.54 20180831
20180906 sell 9.16 4 9.54 20180831
20181008 sell 8.5 1 8.97 20180928
20181009 sell 8.5 2 8.97 20180928
20181010 sell 8.54 3 8.97 20180928
20181115 sell 8.96 5 9.02 20181108
20190307 sell 11.54 10 10.58 20190221
20190411 sell 11.76 5 13.3 20190403
