time operation sell_price hold_day buy_price buy_date
20170227 sell 17.38 14 15.89 20170207
20170303 sell 17.37 18 15.89 20170207
20170609 sell 15.78 3 15.79 20170606
20170629 sell 15.92 3 15.89 20170626
20170724 sell 16.17 7 15.98 20170713
20170725 sell 15.88 8 15.98 20170713
20170904 sell 15.7 4 15.88 20170829
20171116 sell 14.6 2 14.89 20171114
20171120 sell 14.81 4 14.89 20171114
20180206 sell 16.75 20 14.05 20180109
20180727 sell 12.36 1 12.31 20180726
20180830 sell 11.85 2 12.1 20180828
20181008 sell 11.91 4 12.11 20180925
20181107 sell 11.79 8 11.82 20181026
20190128 sell 10.91 5 10.93 20190121
20190412 sell 13.59 6 13.41 20190403
