time operation sell_price hold_day buy_price buy_date
20150128 sell 34.71 14 30.78 20150108
20150727 sell 32.64 1 36.2 20150724
20150814 sell 34.88 9 35.13 20150803
20150929 sell 29.42 2 29.41 20150925
20160223 sell 29.16 5 29.2 20160216
20160613 sell 18.8 7 28.51 20160531
20160811 sell 18.17 5 18.75 20160804
20161026 sell 21.9 12 20.5 20161010
20170103 sell 19.5 1 20.75 20161230
20170629 sell 28.7 5 29.1 20170622
20170821 sell 21.0 4 21.54 20170815
20170908 sell 21.3 4 21.8 20170904
20171102 sell 24.0 13 22.0 20171016
20171215 sell 24.38 4 26.45 20171211
20180305 sell 24.61 10 23.75 20180212
20180517 sell 22.82 4 23.1 20180511
20180717 sell 18.97 1 24.52 20180716
20180903 sell 17.77 2 18.66 20180830
20181029 sell 16.19 4 17.1 20181023
20190304 sell 20.95 30 14.82 20190114
