time operation sell_price hold_day buy_price buy_date
20150130 sell 8.98 13 8.12 20150113
20160324 sell 7.91 6 8.03 20160316
20160720 sell 6.19 9 6.14 20160707
20170322 sell 8.88 10 7.79 20161027
20170608 sell 7.54 3 7.57 20170605
20171102 sell 9.31 2 9.49 20171031
20180301 sell 15.45 4 15.78 20180223
20180302 sell 15.3 5 15.78 20180223
20180319 sell 15.17 3 15.86 20180314
20180320 sell 15.22 4 15.86 20180314
20180524 sell 16.64 15 15.51 20180503
20180717 sell 14.95 1 15.1 20180716
20180904 sell 16.2 6 15.99 20180827
20181008 sell 15.7 4 16.26 20180925
20181009 sell 15.62 5 16.26 20180925
20181109 sell 14.87 1 14.75 20181108
20181112 sell 14.94 2 14.75 20181108
20190221 sell 14.03 6 13.87 20190213
