time operation sell_price hold_day buy_price buy_date
20160104 sell 30.65 6 31.22 20151223
20160105 sell 30.25 7 31.22 20151223
20160229 sell 21.82 3 25.93 20160224
20160328 sell 23.41 4 24.29 20160322
20160708 sell 19.06 1 19.1 20160707
20160720 sell 19.78 5 19.91 20160713
20161012 sell 24.29 12 19.35 20160812
20170302 sell 35.91 6 35.53 20170222
20170303 sell 35.85 7 35.53 20170222
20170413 sell 36.43 5 37.7 20170406
20170619 sell 35.96 14 32.93 20170526
20171026 sell 32.8 7 32.83 20171017
20171031 sell 32.77 10 32.83 20171017
20171228 sell 33.36 4 34.2 20171222
20180313 sell 34.01 4 33.97 20180307
20180411 sell 33.8 4 34.01 20180403
20190226 sell 20.69 8 20.3 20190213
20190509 sell 19.02 2 19.3 20190507
