time operation sell_price hold_day buy_price buy_date
20151021 sell 67.51 8 62.83 20151009
20151223 sell 85.96 2 88.2 20151221
20160224 sell 68.6 4 70.75 20160218
20160415 sell 71.37 5 74.13 20160408
20160608 sell 93.0 11 76.01 20160524
20160902 sell 24.73 5 25.19 20160826
20160923 sell 24.38 1 24.58 20160922
20161027 sell 25.69 9 25.37 20161014
20170105 sell 26.96 4 27.4 20161229
20170213 sell 25.82 4 26.21 20170207
20170523 sell 33.19 1 34.24 20170522
20170726 sell 30.79 4 32.02 20170720
20171024 sell 30.5 4 31.77 20171018
20180307 sell 27.91 5 28.14 20180228
20180515 sell 22.28 2 22.39 20180511
20181120 sell 8.18 5 8.56 20181113
20190312 sell 9.24 19 7.43 20190213
20190410 sell 8.4 3 9.17 20190404
20190425 sell 8.7 4 9.51 20190419
