time operation sell_price hold_day buy_price buy_date
20170905 sell 9.06 2 9.21 20170901
20180104 sell 6.73 2 6.8 20180102
20180130 sell 6.8 4 7.28 20180124
20180403 sell 6.26 7 6.19 20180323
20180731 sell 4.14 3 4.23 20180726
20180801 sell 4.05 4 4.23 20180726
20180814 sell 4.02 1 4.07 20180813
20180815 sell 3.97 2 4.07 20180813
20181122 sell 3.38 4 3.5 20181116
20190121 sell 3.34 4 3.3 20190115
20190314 sell 4.54 17 3.29 20190219
20190315 sell 4.59 18 3.29 20190219
20190423 sell 4.65 2 5.06 20190419
20190424 sell 4.71 3 5.06 20190419
20190425 sell 4.45 4 5.06 20190419
