time operation sell_price hold_day buy_price buy_date
20150817 sell 38.48 4 40.5 20150811
20151021 sell 25.52 6 26.69 20151013
20160225 sell 40.12 12 39.7 20160202
20160613 sell 13.2 1 13.47 20160608
20160809 sell 14.89 3 15.15 20160804
20160913 sell 14.92 4 14.92 20160907
20170220 sell 14.05 13 13.66 20170125
20170620 sell 15.38 2 15.32 20170616
20170717 sell 17.24 13 15.81 20170628
20170911 sell 19.14 7 18.6 20170831
20171016 sell 18.6 4 18.84 20171010
20171017 sell 18.33 5 18.84 20171010
20171207 sell 15.72 2 16.85 20171205
20180115 sell 16.6 8 16.89 20180103
20180305 sell 18.39 5 18.43 20180226
20180307 sell 18.05 7 18.43 20180226
20180719 sell 13.25 3 13.69 20180716
20180831 sell 13.43 4 13.95 20180827
20180903 sell 13.56 5 13.95 20180827
20181008 sell 13.26 1 13.75 20180928
20181025 sell 12.83 2 13.49 20181023
20181113 sell 13.62 4 13.63 20181107
20190125 sell 12.57 3 12.75 20190122
20190221 sell 13.65 6 13.42 20190213
20190222 sell 13.68 7 13.42 20190213
