time operation sell_price hold_day buy_price buy_date
20170509 sell 97.13 3 96.99 20170504
20170710 sell 101.93 15 95.88 20170619
20170823 sell 92.65 2 94.15 20170821
20170911 sell 97.1 5 101.08 20170904
20170912 sell 96.53 6 101.08 20170904
20170913 sell 93.49 7 101.08 20170904
20171108 sell 112.87 11 98.84 20171024
20180308 sell 87.31 4 86.3 20180302
20180316 sell 88.29 10 86.3 20180302
20180410 sell 90.0 5 91.96 20180330
20180710 sell 68.88 1 68.97 20180709
20180716 sell 68.75 1 68.48 20180713
20180911 sell 80.6 11 74.15 20180827
20180912 sell 80.61 12 74.15 20180827
20181108 sell 77.68 5 81.53 20181101
20181218 sell 76.82 3 82.98 20181213
20190301 sell 86.31 12 82.58 20190213
