time operation sell_price hold_day buy_price buy_date
20170710 sell 71.94 2 72.58 20170706
20170824 sell 67.8 3 68.56 20170821
20171017 sell 69.64 2 70.97 20171013
20171101 sell 71.52 13 70.97 20171013
20180110 sell 51.49 1 52.41 20180109
20180228 sell 49.88 2 50.74 20180226
20180403 sell 50.96 1 52.26 20180402
20180410 sell 50.97 4 52.26 20180402
20180523 sell 53.4 9 50.5 20180510
20181011 sell 25.72 4 29.09 20180928
20181109 sell 27.03 8 26.75 20181030
20181210 sell 26.68 3 28.69 20181205
20190308 sell 27.7 16 25.7 20190214
20190314 sell 29.09 20 25.7 20190214
20190319 sell 29.58 23 25.7 20190214
20190320 sell 29.54 24 25.7 20190214
20190325 sell 28.85 27 25.7 20190214
