time operation sell_price hold_day buy_price buy_date
20150817 sell 77.62 4 77.42 20150811
20151113 sell 105.05 18 63.7 20150923
20160223 sell 70.6 1 71.25 20160222
20160328 sell 62.89 3 66.69 20160323
20160329 sell 61.0 4 66.69 20160323
20160607 sell 60.07 5 61.45 20160531
20160624 sell 57.85 4 58.7 20160620
20161013 sell 63.12 3 64.43 20161010
20161129 sell 62.95 1 62.93 20161128
20170217 sell 54.76 3 56.56 20170214
20170606 sell 52.22 2 52.75 20170602
20170824 sell 56.75 5 58.0 20170817
20180105 sell 70.71 5 75.3 20171228
20180312 sell 68.9 6 67.08 20180302
20180817 sell 44.74 2 46.78 20180815
20181121 sell 36.69 3 38.33 20181116
20181206 sell 34.63 2 36.39 20181204
20190129 sell 32.03 2 32.52 20190125
20190314 sell 43.6 21 35.13 20190213
20190423 sell 43.12 2 44.94 20190419
