time operation sell_price hold_day buy_price buy_date
20150203 sell 41.11 2 41.31 20150130
20150204 sell 39.86 3 41.31 20150130
20150303 sell 40.15 5 40.32 20150217
20150304 sell 39.44 6 40.32 20150217
20150415 sell 40.23 9 41.69 20150401
20150416 sell 42.24 10 41.69 20150401
20150428 sell 46.28 18 41.69 20150401
20150429 sell 48.59 19 41.69 20150401
20150529 sell 69.78 40 41.69 20150401
20150820 sell 45.83 1 48.24 20150819
20151021 sell 30.25 4 31.35 20151015
20151216 sell 41.3 6 41.39 20151208
20160229 sell 26.54 3 30.75 20160224
20160613 sell 38.02 6 38.56 20160601
20180927 sell 9.5 8 49.43 20160902
20181129 sell 9.63 7 9.44 20181120
20190308 sell 8.66 15 8.08 20190215
20190311 sell 8.94 16 8.08 20190215
20190425 sell 10.54 15 9.66 20190403
