time operation sell_price hold_day buy_price buy_date
20171024 sell 114.56 9 111.96 20171011
20171226 sell 119.5 6 118.58 20171218
20171227 sell 118.65 7 118.58 20171218
20180228 sell 138.04 6 140.91 20180213
20180503 sell 137.32 1 135.9 20180502
20180524 sell 145.78 13 141.48 20180507
20180612 sell 143.39 2 143.26 20180608
20181008 sell 88.02 3 93.5 20180926
20181009 sell 90.75 4 93.5 20180926
20181010 sell 90.55 5 93.5 20180926
20181122 sell 82.02 6 80.65 20181114
20181123 sell 82.43 7 80.65 20181114
20190124 sell 86.76 7 84.23 20190115
