time operation sell_price hold_day buy_price buy_date
20170412 sell 22.08 2 22.11 20170410
20170517 sell 22.85 6 22.85 20170509
20170518 sell 22.06 7 22.85 20170509
20170519 sell 21.62 8 22.85 20170509
20170725 sell 15.1 5 15.27 20170718
20170726 sell 14.98 6 15.27 20170718
20170727 sell 14.99 7 15.27 20170718
20170728 sell 14.89 8 15.27 20170718
20170731 sell 14.85 9 15.27 20170718
20170904 sell 14.79 2 14.95 20170831
20180111 sell 11.73 5 11.94 20180104
20180516 sell 11.6 9 11.5 20180503
20180814 sell 7.9 1 7.97 20180813
20180903 sell 7.88 2 7.94 20180830
20181031 sell 7.98 5 7.99 20181024
20190128 sell 7.58 6 7.61 20190118
20190411 sell 8.7 3 8.95 20190408
