time operation sell_price hold_day buy_price buy_date
20170519 sell 22.96 3 23.14 20170516
20170522 sell 22.6 4 23.14 20170516
20180112 sell 14.78 3 14.76 20180109
20180126 sell 16.04 13 14.76 20180109
20180228 sell 15.25 2 15.94 20180226
20180525 sell 15.7 20 15.0 20180425
20180907 sell 11.68 9 11.52 20180827
20180910 sell 11.74 10 11.52 20180827
20180911 sell 11.58 11 11.52 20180827
20181101 sell 12.02 6 12.07 20181024
20181220 sell 11.4 3 11.83 20181217
20181221 sell 11.22 4 11.83 20181217
20190215 sell 11.4 7 11.3 20190130
20190415 sell 12.41 6 12.43 20190404
