time operation sell_price hold_day buy_price buy_date
20150309 sell 3.19 5 3.26 20150302
20150311 sell 3.16 7 3.26 20150302
20150331 sell 4.09 21 3.26 20150302
20150414 sell 4.67 30 3.26 20150302
20150520 sell 4.95 4 5.09 20150514
20150619 sell 5.95 9 5.43 20150608
20150623 sell 5.98 10 5.43 20150608
20150625 sell 6.01 12 5.43 20150608
20150821 sell 4.51 9 4.23 20150810
20151021 sell 3.06 3 3.28 20151016
20151113 sell 3.22 5 3.3 20151106
20151116 sell 3.25 6 3.3 20151106
20151228 sell 3.88 6 3.84 20151218
20160309 sell 3.29 7 3.3 20160229
20160418 sell 3.21 1 3.25 20160415
20161014 sell 2.52 2 2.5 20161012
20170217 sell 2.4 3 2.45 20170214
20180831 sell 3.03 14 2.6 20170407
20181011 sell 4.04 11 3.28 20180918
20190123 sell 3.32 5 3.33 20190116
20190412 sell 3.78 5 3.86 20190404
