time close_EMA_20#close_EMA_50#1&diff close_EMA_20#close_EMA_50#0&diff high#close_EMA_20#0&close_EMA_20#close_EMA_50#1&3&cross&cross&times MACD#0#1&thre close_EMA_12#close_EMA_26#1&cross close_EMA_20#close_EMA_50#1&cross low#close_EMA_50#1&close_EMA_20#close_EMA_50#1&3&cross&cross&times close_EMA_20#close_EMA_50#0&cross high#close_EMA_20#1&close_EMA_20#close_EMA_50#0&1&cross&cross&times
20180103 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180104 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180105 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180108 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180109 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180110 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180111 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180112 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180115 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180116 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180117 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180118 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180119 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180122 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180123 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180124 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
20180125 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
20180126 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180129 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180130 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180131 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180201 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180202 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180205 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
20180206 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180207 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180208 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180209 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180212 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180213 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180214 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
20180222 0.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0
20180223 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180226 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180227 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180228 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180301 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180302 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180305 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180306 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180307 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180308 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180309 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20180312 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0
20180313 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0
20180314 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0
