,code,operation,time
0,600023.XSHG,long_sell,20150112
1,600023.XSHG,long_sell,20150114
2,600023.XSHG,long_sell,20150116
3,600023.XSHG,long_sell,20150303
4,600023.XSHG,long_sell,20150305
136,600023.XSHG,long,20150323
137,600023.XSHG,long,20150324
138,600023.XSHG,long,20150330
5,600023.XSHG,long_sell,20150507
6,600023.XSHG,long_sell,20150513
7,600023.XSHG,long_sell,20150619
8,600023.XSHG,long_sell,20150625
9,600023.XSHG,long_sell,20150626
10,600023.XSHG,long_sell,20150629
11,600023.XSHG,long_sell,20150703
12,600023.XSHG,long_sell,20150706
13,600023.XSHG,long_sell,20150724
14,600023.XSHG,long_sell,20150730
15,600023.XSHG,long_sell,20150824
16,600023.XSHG,long_sell,20150825
17,600023.XSHG,long_sell,20150826
18,600023.XSHG,long_sell,20151014
19,600023.XSHG,long_sell,20151103
20,600023.XSHG,long_sell,20151127
21,600023.XSHG,long_sell,20151210
22,600023.XSHG,long_sell,20151211
23,600023.XSHG,long_sell,20160104
24,600023.XSHG,long_sell,20160107
25,600023.XSHG,long_sell,20160108
26,600023.XSHG,long_sell,20160111
27,600023.XSHG,long_sell,20160112
139,600023.XSHG,long,20160114
28,600023.XSHG,long_sell,20160310
29,600023.XSHG,long_sell,20160329
30,600023.XSHG,long_sell,20160420
31,600023.XSHG,long_sell,20160421
32,600023.XSHG,long_sell,20160428
33,600023.XSHG,long_sell,20160601
34,600023.XSHG,long_sell,20160623
35,600023.XSHG,long_sell,20160624
36,600023.XSHG,long_sell,20160701
37,600023.XSHG,long_sell,20160718
38,600023.XSHG,long_sell,20160727
39,600023.XSHG,long_sell,20160810
40,600023.XSHG,long_sell,20160901
41,600023.XSHG,long_sell,20160909
42,600023.XSHG,long_sell,20161019
43,600023.XSHG,long_sell,20161109
44,600023.XSHG,long_sell,20161212
45,600023.XSHG,long_sell,20161214
46,600023.XSHG,long_sell,20161219
47,600023.XSHG,long_sell,20170302
48,600023.XSHG,long_sell,20170307
49,600023.XSHG,long_sell,20170410
50,600023.XSHG,long_sell,20170426
51,600023.XSHG,long_sell,20170427
52,600023.XSHG,long_sell,20170502
53,600023.XSHG,long_sell,20170503
54,600023.XSHG,long_sell,20170615
55,600023.XSHG,long_sell,20170616
56,600023.XSHG,long_sell,20170620
57,600023.XSHG,long_sell,20170804
58,600023.XSHG,long_sell,20170808
59,600023.XSHG,long_sell,20170810
60,600023.XSHG,long_sell,20170811
61,600023.XSHG,long_sell,20170815
62,600023.XSHG,long_sell,20170816
63,600023.XSHG,long_sell,20170830
64,600023.XSHG,long_sell,20170914
65,600023.XSHG,long_sell,20170922
66,600023.XSHG,long_sell,20170925
67,600023.XSHG,long_sell,20171114
68,600023.XSHG,long_sell,20171116
69,600023.XSHG,long_sell,20171129
70,600023.XSHG,long_sell,20171215
71,600023.XSHG,long_sell,20171221
72,600023.XSHG,long_sell,20180110
140,600023.XSHG,long,20180112
73,600023.XSHG,long_sell,20180213
74,600023.XSHG,long_sell,20180309
75,600023.XSHG,long_sell,20180313
76,600023.XSHG,long_sell,20180314
77,600023.XSHG,long_sell,20180323
78,600023.XSHG,long_sell,20180403
79,600023.XSHG,long_sell,20180404
80,600023.XSHG,long_sell,20180409
81,600023.XSHG,long_sell,20180417
82,600023.XSHG,long_sell,20180418
83,600023.XSHG,long_sell,20180420
84,600023.XSHG,long_sell,20180426
85,600023.XSHG,long_sell,20180608
86,600023.XSHG,long_sell,20180619
87,600023.XSHG,long_sell,20180621
88,600023.XSHG,long_sell,20180716
89,600023.XSHG,long_sell,20180810
90,600023.XSHG,long_sell,20180820
91,600023.XSHG,long_sell,20180822
92,600023.XSHG,long_sell,20180903
93,600023.XSHG,long_sell,20181009
94,600023.XSHG,long_sell,20181011
95,600023.XSHG,long_sell,20181116
96,600023.XSHG,long_sell,20181129
97,600023.XSHG,long_sell,20190110
98,600023.XSHG,long_sell,20190114
99,600023.XSHG,long_sell,20190116
100,600023.XSHG,long_sell,20190124
101,600023.XSHG,long_sell,20190125
102,600023.XSHG,long_sell,20190328
103,600023.XSHG,long_sell,20190423
104,600023.XSHG,long_sell,20190425
105,600023.XSHG,long_sell,20190429
106,600023.XSHG,long_sell,20190506
141,600023.XSHG,long,20190510
107,600023.XSHG,long_sell,20190614
108,600023.XSHG,long_sell,20190618
109,600023.XSHG,long_sell,20190718
110,600023.XSHG,long_sell,20190722
111,600023.XSHG,long_sell,20190806
112,600023.XSHG,long_sell,20190809
113,600023.XSHG,long_sell,20190814
114,600023.XSHG,long_sell,20190911
115,600023.XSHG,long_sell,20190916
116,600023.XSHG,long_sell,20190919
117,600023.XSHG,long_sell,20190920
118,600023.XSHG,long_sell,20190923
119,600023.XSHG,long_sell,20190924
120,600023.XSHG,long_sell,20190925
121,600023.XSHG,long_sell,20190926
122,600023.XSHG,long_sell,20190930
123,600023.XSHG,long_sell,20191008
142,600023.XSHG,long,20191008
143,600023.XSHG,long,20191009
124,600023.XSHG,long_sell,20191111
125,600023.XSHG,long_sell,20191112
126,600023.XSHG,long_sell,20191113
127,600023.XSHG,long_sell,20191115
128,600023.XSHG,long_sell,20191128
129,600023.XSHG,long_sell,20191129
130,600023.XSHG,long_sell,20191203
131,600023.XSHG,long_sell,20200116
132,600023.XSHG,long_sell,20200117
133,600023.XSHG,long_sell,20200122
134,600023.XSHG,long_sell,20200123
135,600023.XSHG,long_sell,20200203
