time code operation
20150106 000016.XSHE buy
20150112 000001.XSHE buy
20150116 000001.XSHE buy
20150116 000001.XSHE sell
20150119 000001.XSHE buy
20150119 000016.XSHE buy
20150119 000016.XSHE sell
20150119 000001.XSHE sell
20150120 000016.XSHE buy
20150120 000016.XSHE sell
20150216 000001.XSHE buy
20150303 000001.XSHE buy
20150303 000001.XSHE sell
20150311 000001.XSHE buy
20150311 000001.XSHE sell
20150420 000001.XSHE buy
20150420 000001.XSHE sell
20150522 000001.XSHE buy
20150522 000001.XSHE sell
20150529 000001.XSHE buy
20150529 000001.XSHE sell
20150604 000001.XSHE buy
20150604 000001.XSHE sell
20150615 000001.XSHE buy
20150615 000001.XSHE sell
20150710 000001.XSHE buy
20150710 000001.XSHE sell
20150714 000001.XSHE buy
20150714 000001.XSHE sell
20150902 000001.XSHE buy
20150902 000001.XSHE sell
20150907 000001.XSHE buy
20150907 000001.XSHE sell
20150916 000016.XSHE buy
20150916 000016.XSHE sell
20151012 000001.XSHE buy
20151012 000001.XSHE sell
20151103 000001.XSHE buy
20151103 000001.XSHE sell
20151104 000001.XSHE buy
20151104 000001.XSHE sell
20151109 000016.XSHE buy
20151116 000016.XSHE buy
20151116 000016.XSHE sell
20151120 000016.XSHE buy
20151120 000016.XSHE sell
20151126 000001.XSHE buy
20151126 000001.XSHE sell
20151202 000016.XSHE buy
20151203 000001.XSHE buy
20151203 000001.XSHE sell
20151204 000016.XSHE buy
20151204 000016.XSHE sell
20151207 000001.XSHE buy
20151207 000001.XSHE sell
20151209 000016.XSHE buy
20151209 000016.XSHE sell
20151218 000001.XSHE buy
20151218 000001.XSHE sell
20151222 000016.XSHE buy
20151222 000016.XSHE sell
20151224 000016.XSHE buy
20151224 000016.XSHE sell
20151229 000001.XSHE buy
20151229 000001.XSHE sell
20160217 000016.XSHE buy
20160217 000016.XSHE sell
20160218 000001.XSHE buy
20160218 000001.XSHE sell
20160225 000001.XSHE buy
20160225 000001.XSHE sell
20160303 000001.XSHE buy
20160303 000001.XSHE sell
20160316 000016.XSHE buy
20160316 000016.XSHE sell
20160413 000016.XSHE buy
20160413 000016.XSHE sell
20160420 000001.XSHE buy
20160420 000016.XSHE buy
20160420 000001.XSHE sell
20160503 000001.XSHE buy
20160503 000001.XSHE sell
20160505 000016.XSHE buy
20160505 000016.XSHE sell
20160506 000001.XSHE buy
20160506 000016.XSHE buy
20160506 000001.XSHE sell
20160506 000016.XSHE sell
20160527 000016.XSHE buy
20160531 000001.XSHE buy
20160531 000001.XSHE sell
20160613 000016.XSHE buy
20160613 000016.XSHE sell
20160616 000001.XSHE buy
20160616 000001.XSHE sell
20160622 000016.XSHE buy
20160622 000016.XSHE sell
20160713 000001.XSHE buy
20160802 000016.XSHE buy
20160803 000016.XSHE buy
